t_s,power_w,temp_c,epoch
0.0003112089998467127,7.804352,59.875,-1
0.029200519998994423,7.804352,59.718,0
0.045713296998656006,7.804352,59.781,0
0.06643614199856529,7.843968,59.781,0
0.09565848700003698,7.843968,59.843,0
0.11162552099995082,7.804352,59.937,0
0.13271890399846598,7.804352,59.718,0
0.1494609040000796,7.804352,59.75,0
0.16592651099927025,7.804352,59.812,0
0.18428471500010346,7.804352,59.75,0
0.20138281999970786,7.843968,59.625,0
0.2182699759996467,7.843968,59.75,0
0.2348332819983625,7.883584,59.75,0
0.25108179499875405,7.962816,59.843,0
0.26723273799871095,8.002432,60.125,0
0.2837792119989899,8.042048,59.968,0
0.2999120749991562,8.081664,59.875,0
0.3160474329997669,8.12128,59.875,0
0.3322396569983539,8.160896,59.906,0
0.34830618199885066,8.200512,60.062,0
0.36434092899980897,8.240128,60.062,0
0.3803649569999834,8.279744,59.875,0
0.3968015069985995,8.319360000000001,59.75,0
0.41306275699935213,8.398592,60.468,0
0.4295723019986326,8.477824,60.125,0
0.4471911579985317,8.596672,60.0,0
0.4642216769989318,8.71552,60.156,0
0.4808925059987814,8.755136,60.25,0
0.4972139179990336,8.780543999999999,60.031,0
0.5133388759986701,8.820096,59.968,0
0.5294719939993229,8.859648,59.875,0
0.5479264890000195,8.8992,60.0,0
0.5641318329999194,8.938752000000001,60.218,0
0.5802615279990277,9.017856,60.625,0
0.5970212550000724,9.057407999999999,60.625,0
0.6139678359995742,9.057407999999999,60.5,0
0.6310807899990323,9.09696,60.281,0
0.6482616169996618,9.09696,60.343,0
0.6653600099998584,9.09696,60.437,0
0.6836687089999032,9.215616,60.187,0
0.7011359759999323,9.255168,60.031,0
0.7187815529996442,9.255168,59.843,0
0.7359026019985322,9.255168,59.937,0
0.7534354709987383,9.334272,60.093,0
0.7706618679985695,9.413376,60.125,0
0.7879665389991715,9.373824,59.906,0
0.8051645189989358,9.452928,59.75,0
0.8224464369995985,9.413376,59.781,0
0.8396875859998545,9.452928,59.875,0
0.8569532159999653,9.492479999999999,60.156,0
0.8741393229993264,9.650688,60.062,0
0.8911783869989449,9.808896,59.937,0
0.908265002999542,9.911487999999999,60.25,0
0.9259104839984502,10.029952,60.25,0
0.9429910199996812,10.187904,60.312,0
0.9605724349985394,10.424832,60.218,0
0.9779673159991944,10.543296,60.718,0
0.9953668059988559,10.622272,60.093,0
1.0128207599991583,10.701248,60.031,0
1.030180952999217,10.622272,59.875,0
1.0472254879987304,10.543296,59.843,0
1.0643080409990944,10.464319999999999,59.812,0
1.0814561639999738,10.345856,60.031,0
1.0984905549994437,10.266879999999999,59.781,0
1.1155399229992327,10.187904,59.843,0
1.1325880739987042,10.108928,60.0,0
1.1496787229989422,10.029952,59.937,0
1.1667507160000241,9.950976,59.812,0
1.1854736339992087,9.872,59.781,0
1.2027174389986612,9.808896,59.968,0
1.2203892879988416,9.769343999999998,59.843,0
1.2377104709994455,9.69024,60.187,0
1.2547872639988782,9.69024,59.968,0
1.271983034999721,9.729792,59.906,0
1.289381244998367,9.832512000000001,59.906,0
1.3080429449983058,10.148416,60.593,0
1.325338111999372,10.543296,60.656,0
1.3423854949996894,10.582784,60.281,0
1.359495792999951,10.859200000000001,60.75,0
1.3767327499990643,10.999296000000001,60.625,0
1.393820646999302,11.117567999999999,60.156,0
1.410867293998308,11.156992,60.187,0
1.4279330779991142,11.156992,60.093,0
1.4450099030000274,11.314688,60.281,0
1.462078662998465,11.472384,60.437,0
1.4791607359984482,11.787776,60.531,0
1.4963492110000516,11.827200000000001,60.906,0
1.5136086649999925,11.984896,60.687,0
1.5309377199992014,11.945472,60.375,0
1.547967055999834,11.827200000000001,60.531,0
1.566452142998969,11.945472,60.281,0
1.5842634519995045,11.945472,61.093,0
1.602807004999704,12.122879999999999,60.625,0
1.6203340499996557,12.28032,60.656,0
1.637446363998606,12.477120000000001,60.593,0
1.6544928829989658,12.67392,60.906,0
1.6719492379997973,13.02816,61.031,0
1.6895999349999329,13.321344,61.5,0
1.7072828239997762,13.675008,61.531,0
1.7250953489983658,14.028672,61.406,0
1.743679990999226,14.31968,61.656,0
1.7615976389988646,14.633536,61.593,0
1.7787926099990727,14.90816,61.531,0
1.7961221779987682,15.182784,61.75,0
1.8138868299993192,15.393023999999999,61.531,0
1.831947456999842,15.47136,62.062,0
1.8491502050001145,15.47136,61.875,0
1.866300567999133,15.588864,61.437,0
1.8843690679987048,15.706368000000001,61.625,0
1.9025031059991306,15.863040000000002,61.781,0
1.9215770729988435,16.098048000000002,61.875,0
1.9389562099986506,16.293888000000003,61.875,0
1.9563155379983073,16.462784,61.875,0
1.9739480259995617,16.6192,62.218,0
1.9917092219984625,16.81472,62.25,0
2.0095065779987635,17.010240000000003,61.906,0
2.02736950399958,17.244864,62.125,0
2.045548856000096,17.372799999999998,62.031,0
2.062886678999348,17.528959999999998,62.312,0
2.0805371520000335,17.685119999999998,62.343,0
2.0979275529989536,17.80224,62.281,0
2.115047321998645,17.72416,61.843,0
2.1322757029993227,17.72416,62.281,0
2.1494498100000783,17.7632,62.031,0
2.16806181299944,17.841279999999998,61.875,0
2.185892226998476,17.9584,62.031,0
2.2036365899984958,18.11456,62.0,0
2.221728193999297,18.19264,62.375,0
2.2393906349989265,18.3488,62.375,0
2.257040082999083,18.396672,62.031,0
2.274761149999904,18.552576000000002,62.281,0
2.2935818299993116,18.708479999999998,62.218,0
2.311775933998433,18.786432,62.375,0
2.3294725519990607,18.864383999999998,62.343,0
2.347210066000116,18.981312000000003,62.312,0
2.364697813998646,19.059264,62.593,0
2.3823876159985957,18.942336,62.656,0
2.399594235999757,18.90336,62.062,0
2.416958011999668,18.825408,62.062,0
2.4359225049993256,18.786432,62.218,0
2.4538748739996663,18.864383999999998,62.375,0
2.472933736999039,18.942336,62.375,0
2.490307177999057,18.981312000000003,62.093,0
2.507944177999889,19.059264,62.093,0
2.5256006979998347,19.137216,62.218,0
2.5433342769993033,19.215168000000002,62.281,0
2.5610646239983907,19.332096,62.593,0
2.579155555999023,19.449024,62.468,0
2.597096692999912,19.526975999999998,62.781,0
2.6145812399990973,19.572736,62.625,0
2.632033178999336,19.650560000000002,62.312,0
2.649197781998737,19.611648000000002,62.468,0
2.6664006899991364,19.488,62.281,0
2.6836232469995593,19.449024,62.187,0
2.702932004998729,19.410048,62.656,0
2.7206360149993998,19.410048,62.218,0
2.7399632379983814,19.456,62.093,0
2.7578433159997076,19.533824,62.375,0
2.7754952929990395,19.572736,62.343,0
2.7930884509987663,19.650560000000002,62.687,0
2.8108201420000114,19.728384,62.593,0
2.8289191069998196,19.806207999999998,62.968,0
2.847315967999748,19.884031999999998,62.843,0
2.8645996779996494,19.961856,62.375,0
2.8819953909987817,20.000768,62.437,0
2.899787275999188,20.03968,62.531,0
2.9174911899990548,20.000768,62.687,0
2.9346347039991088,19.845119999999998,62.531,0
2.9517901229992276,19.767295999999998,62.375,0
2.9703491639993445,19.728384,62.437,0
2.987900529999024,19.728384,62.843,0
3.006852381999124,19.806207999999998,62.375,0
3.0245424400000047,19.728384,62.281,0
3.0418490629999724,19.767295999999998,62.5,0
3.0593469870000263,19.767295999999998,62.5,0
3.0770165959984297,19.845119999999998,62.937,0
3.0945097519997944,19.922944,62.843,0
3.1123411569988093,20.000768,62.406,0
3.1306165429996327,20.078592,62.437,0
3.1483156559988856,20.117504,62.593,0
3.165678792998733,20.156416,62.562,0
3.1830781859989656,20.195328,62.875,0
3.200311590999263,19.961856,62.656,0
