model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,repeat,final_loss,speed_score
resnet18,FP16,4,MAXN,default,train,128,64,47.047488,42.541834755407656,42.033984,44.96396800000001,1.105911117150856,20.976438471940277,14.327522032850435,0.0,57.531,-0.0131468177918035,427.0835516132634,2.135417758066317,10.039940046000083,200.0,torch-cuda-FP16-train,19.915188376198405,ina3221,0,0.0001346079807262,19.915188376198405
resnet18,FP16,8,15W,default,train,128,64,42.90067199999999,42.31905536,42.035904,42.743488,1.013743611123932,19.764972628940296,9.187764935614336,0.0,57.781,0.0382141727520323,572.1544846762728,2.860772423381364,13.519656192000184,200.0,torch-cuda-FP16-train,14.78273149458161,ina3221,0,0.0003966639051213,14.78273149458161
resnet18,FP16,8,15W,default,train,128,64,43.01875199999999,42.376658285714285,42.11464960000001,42.8221824,1.0151520610699538,14.690454862598768,9.451418480900507,0.0,58.0,0.0032595929139452,570.5861590338554,2.8529307951692773,13.464383249000091,200.0,torch-cuda-FP16-train,14.84873500327874,ina3221,1,0.0003807264147326,14.84873500327874
mobilenet_v3_large,FP16,8,15W,default,train,128,64,34.63936,31.346207298685037,30.447232,32.680831999999995,1.1050574530416353,23.447157498024477,17.022644922350953,0.0,53.593,0.0084911761135094,864.6382754881853,4.323191377440926,27.57672608200028,200.0,torch-cuda-FP16-train,7.254099538841921,ina3221,0,0.0003172389115206,7.254099538841921
mobilenet_v3_large,FP16,8,25W,default,train,128,64,35.15168,32.0381280310278,31.108928,33.3006336,1.0971827057422592,30.251985511648,17.839903948117207,0.0,54.281,0.0106596195562646,854.0533535156062,4.270266767578031,26.65382742900056,200.0,torch-cuda-FP16-train,7.502941004972291,ina3221,0,0.0025903433561325,7.502941004972291
mobilenet_v3_large,FP16,8,MAXN,default,train,128,64,39.345792,34.120556733564015,32.601088,37.9578368,1.1531403871055823,45.12921224534735,20.11409853965873,0.0,55.468,0.00200621895757,842.3141628537306,4.211570814268653,24.67157753000083,200.0,torch-cuda-FP16-train,8.106280393612316,ina3221,0,0.0004185308644082,8.106280393612316
mobilenet_v3_large,FP16,8,MAXN,default,train,128,64,35.112064000000004,32.98825101324922,31.89024,34.1069824,1.064380890817697,47.3154820467542,19.077697677327592,0.0,55.156,-0.0038726384230224,886.1771573054307,4.430885786527154,26.86101367399988,200.0,torch-cuda-FP16-train,7.447419326976135,ina3221,1,0.0007337936549447,7.447419326976135
