model,precision,batch_size,power_mode,p_peak_w,energy_per_inf_j,thermal_ramp_c_per_s,speed_score,pareto
resnet50,FP32,1,MAXN,14.829696,0.2688984860621321,0.33633789544198,52.82154685890823,0
resnet50,FP32,1,MAXN,12.103168,1.3318759553097517,-0.0461442355216,8.057386956085699,0
resnet50,FP32,1,MAXN,11.8272,1.284897312503359,0.0049611293679095,8.855659943284564,0
resnet50,FP32,1,MAXN,11.669504000000002,1.3273192343748632,-0.0248484287053125,8.01264189082963,0
resnet50,FP32,2,15W,15.30048,0.40152194213539,0.4269011657867583,36.22118313934586,0
resnet50,FP32,2,15W,15.10432,0.4026363814742342,0.2842310089226355,36.37628389048081,0
resnet50,FP32,2,15W,15.182784,0.4032468242165365,0.2605925050549261,36.35556889103729,0
resnet50,FP32,2,15W,12.792,1.61368656575447,0.0127637620899264,7.798665266518768,0
resnet50,FP32,2,15W,12.792,1.6109968474945386,0.0162830443173731,7.807336863777665,0
resnet50,FP32,2,15W,12.792,1.6135798992408232,0.0145861019610748,7.798621463980911,0
resnet50,FP32,2,25W,17.088448,0.3835272432594115,0.5314525230472739,42.31926096346079,0
resnet50,FP32,2,25W,17.205759999999998,0.3848420396715778,0.3991809648448433,42.40069182597852,0
resnet50,FP32,2,25W,17.166656,0.3842322366006575,0.3847520168201156,42.4750115252692,0
resnet50,FP32,2,25W,15.025856,1.6852686424202985,0.0242632488789011,8.477055795639055,0
resnet50,FP32,2,25W,14.829696,1.6838757894637877,0.0287539940515429,8.48494764800319,0
resnet50,FP32,2,25W,14.986624,1.6731164030681336,0.007317575568459,8.589099572370024,0
resnet50,FP32,2,MAXN,19.728384,0.3717673265232362,0.8199695493461047,49.38416905763588,0
resnet50,FP32,2,MAXN,19.65056,0.3754671414423727,0.4692408867498159,50.00194477564386,0
resnet50,FP32,2,MAXN,19.689472,0.3748652048948974,0.4362642122762372,49.9169277828948,0
resnet50,FP32,2,MAXN,17.45088,1.6096360831876289,0.0535934251516382,10.155984356105687,0
resnet50,FP32,2,MAXN,17.372799999999998,1.6144904238997175,0.0380882152544655,10.146162389580974,0
resnet50,FP32,2,MAXN,15.863040000000002,1.7063302565205378,-0.0221297796753864,8.76676543378281,0
resnet50,FP32,4,15W,14.986624,0.711768523029228,0.093865368097526,20.696523526421235,0
resnet50,FP32,4,15W,14.947392,0.7114319575257096,0.057213037689081,20.703509995569096,0
resnet50,FP32,4,15W,15.025856,0.7114469489794869,0.0577351591767435,20.68251283888872,0
resnet50,FP32,4,15W,14.51584,2.384553196985426,0.0021991812221981,6.033097841178235,0
resnet50,FP32,4,15W,14.672768,2.3989962432310072,0.007666232791297,6.017983591881436,0
resnet50,FP32,4,15W,14.594304,2.395389981023721,0.0102542703780518,6.020742965907345,0
resnet50,FP32,4,25W,19.884032,0.6542761725089324,0.3811128159424184,29.464459239427704,0
resnet50,FP32,4,25W,19.922944,0.6581012464499438,0.2727020809039394,29.432035905193963,0
resnet50,FP32,4,25W,19.922944,0.6589463348401527,0.2297264700685742,29.45199846307011,0
resnet50,FP32,4,25W,18.747456,2.3058178486433847,0.0615022257517579,7.842081440521482,0
resnet50,FP32,4,25W,18.27072,2.32695354150151,0.0376566195362744,7.725010220520528,0
resnet50,FP32,4,25W,18.162816,2.329408958989618,0.0348418580945891,7.689148944969075,0
resnet50,FP32,4,MAXN,21.486336,0.674180549839025,0.4141572503804726,30.79226204217417,0
resnet50,FP32,4,MAXN,21.52512,0.6786472052409277,0.2403353348811092,30.818778318269796,0
resnet50,FP32,4,MAXN,21.486336,0.6791551497116933,0.2174734512614237,30.846115886812697,0
resnet50,FP32,4,MAXN,20.162112,2.3782249937509,0.0480094070127648,8.080823027011398,0
resnet50,FP32,4,MAXN,19.222528,2.4116526563342755,0.0172276314206917,7.834202996674239,0
resnet50,FP32,4,MAXN,19.222528,2.4140498634782066,0.0209890772392627,7.823504474568166,0
resnet50,FP32,8,15W,15.118848,1.2416258966668643,-0.0184179018512113,12.050966819434263,0
resnet50,FP32,8,15W,15.197184,1.2459372961704676,-0.0108367626559926,12.018344100486184,0
resnet50,FP32,8,15W,15.040512,1.2420502359690044,-0.0088550050820566,12.008771675654984,0
resnet50,FP32,8,15W,15.27552,3.952552872310776,-0.0082712663870818,3.8205677356136185,0
resnet50,FP32,8,15W,15.314688,3.9597469095352578,-0.0070343338836604,3.805639863268248,0
resnet50,FP32,8,15W,15.27552,3.941180174771266,0.0065055731872983,3.833999423378268,0
resnet50,FP32,8,25W,20.045568,1.147303880818305,0.2057154111343982,17.210857200317356,0
resnet50,FP32,8,25W,20.045568,1.1487271474710037,0.1259574145724055,17.222132603219556,0
resnet50,FP32,8,25W,20.084416,1.1505624238071317,0.1279712683064434,17.2231545798338,0
resnet50,FP32,8,25W,20.511744,3.702852024877511,0.0551357423552617,5.4790672247272125,0
resnet50,FP32,8,25W,20.511744,3.7154269596916456,0.0343144587330272,5.453682908187618,0
resnet50,FP32,8,25W,20.550592,3.715442642662074,0.0303006340609122,5.464615616210088,0
resnet50,FP32,8,MAXN,21.486336,1.1931289331494308,0.1656035702178677,17.72001908836378,0
resnet50,FP32,8,MAXN,21.52512,1.1956781431709154,0.1051266107907526,17.722348442901225,0
resnet50,FP32,8,MAXN,21.563904,1.2021211279409525,0.0944769444634495,17.6714831625285,0
resnet50,FP32,8,MAXN,21.76064,3.837142813376916,0.0352949047896234,5.6014336449381,0
resnet50,FP32,8,MAXN,21.72192,3.842576431655307,0.027195960409962,5.587097432164774,0
resnet50,FP32,8,MAXN,21.72192,3.840911784745134,0.013225314021922,5.597012382700506,0
resnet50,FP32,16,15W,15.47136,2.5052667363414267,-0.0662013058817234,6.117805373538904,0
resnet50,FP32,16,15W,15.47136,2.499711439621683,-0.0277951861526586,6.132054446676886,0
resnet50,FP32,16,15W,15.47136,2.49096371761711,-0.0212936329041067,6.11987717215091,0
resnet50,FP32,16,15W,15.876224,7.322235221965332,-0.0024450318744043,2.1181892780484173,1
resnet50,FP32,16,15W,15.6672,7.3336670050432895,-0.0010607891858015,2.1101469119384317,1
resnet50,FP32,16,15W,15.706368,7.331992764480453,-0.0002126366794149,2.109105904331785,1
resnet50,FP32,16,25W,20.317504,2.3245660171052465,0.1123488383902031,8.652505389897778,0
resnet50,FP32,16,25W,20.3952,2.333144052121065,0.0751984761094088,8.652852445960978,0
resnet50,FP32,16,25W,20.434048,2.328676831614963,0.0584641867532941,8.6980102115408,0
resnet50,FP32,16,25W,21.059712,6.927258437480435,0.0321469133321661,2.9895688735369568,1
resnet50,FP32,16,25W,20.982144,6.943327471371176,0.0168248482066071,2.989388566449072,1
resnet50,FP32,16,25W,21.020928,6.942745320904141,0.0070475786116271,2.983708729601569,1
resnet50,FP32,16,MAXN,21.641472,2.423648267585693,0.0616859727619056,8.852347661463872,0
resnet50,FP32,16,MAXN,21.64448,2.420256711338239,0.0330245093264196,8.86625066820267,0
resnet50,FP32,16,MAXN,21.64448,2.4150975317431675,0.0326811166935099,8.881088022206951,0
resnet50,FP32,16,MAXN,22.14784,7.161174148618857,0.0154352400950252,3.0513319279615105,1
resnet50,FP32,16,MAXN,22.10912,7.16609751150061,0.014502193949117,3.0497684682345345,1
resnet50,FP32,16,MAXN,22.10912,7.1673777848759865,-0.0001670692691665,3.049942552553897,1
mobilenet_v3_large,FP16,1,15W,8.147712,0.1973999585731617,-0.1957839846460082,41.10273326155524,0
mobilenet_v3_large,FP16,1,15W,8.226816000000001,0.1981114640968664,-0.1742635779300612,41.072008287186975,0
mobilenet_v3_large,FP16,1,15W,8.266368,0.1938268231496297,-0.1477281987090731,42.16174887127421,0
mobilenet_v3_large,FP16,1,15W,7.962816,0.9376857745308326,-0.1416271543951142,8.153622439520415,0
mobilenet_v3_large,FP16,1,15W,7.962816,0.9081367192488536,-0.0966922558685371,8.40096290821989,0
mobilenet_v3_large,FP16,1,15W,7.9232,0.904779480543306,-0.0778092263693141,8.411803779064089,0
mobilenet_v3_large,FP16,1,25W,7.725119999999999,0.2075841916232287,-0.0424136581875056,36.92112548822785,0
mobilenet_v3_large,FP16,1,25W,7.764736,0.2091366764418131,-0.0567439571456975,36.67264570392686,0
mobilenet_v3_large,FP16,1,25W,7.725119999999999,0.2080955979889024,-0.0676912356854947,36.91800705609198,0
mobilenet_v3_large,FP16,1,25W,7.804352,0.9387889526211548,-0.0459635182215881,7.97732111043971,0
mobilenet_v3_large,FP16,1,25W,7.764736,0.9367782008769489,-0.0459160532322634,7.998372008802052,0
mobilenet_v3_large,FP16,1,25W,7.764736,0.9513294178137712,-0.0217934974384292,7.903330720107897,0
mobilenet_v3_large,FP16,1,MAXN,8.71552,0.1807967833950058,0.1421717675032691,46.81554623132256,0
mobilenet_v3_large,FP16,1,MAXN,8.596672,0.1817351381575908,0.0150705236091007,46.82512243562538,0
mobilenet_v3_large,FP16,1,MAXN,8.596672,0.1820606317329231,-0.034973020432782,46.86988012470736,0
mobilenet_v3_large,FP16,1,MAXN,8.081664,0.9493329683007796,-0.0161663316638437,8.072876531912488,0
mobilenet_v3_large,FP16,1,MAXN,7.962816,0.9452689047376928,-0.0170232826182516,8.109751533475267,0
mobilenet_v3_large,FP16,1,MAXN,8.042048,0.8835634778170648,-0.0120561713596397,8.806482384189998,0
mobilenet_v3_large,FP16,2,15W,8.557056000000001,0.2035580019385044,0.0331127012885209,41.65586518511356,0
mobilenet_v3_large,FP16,2,15W,8.596672,0.2025911371773906,0.0012599317434845,42.02451075723548,0
mobilenet_v3_large,FP16,2,15W,8.51744,0.2071745876470813,-0.0217660981320101,40.862335886323685,0
mobilenet_v3_large,FP16,2,15W,8.477824,0.9910340592601444,-0.0122914567689305,7.96197884014397,0
mobilenet_v3_large,FP16,2,15W,8.240128,0.9631739554555172,-0.009786622747955,8.219060453700738,0
mobilenet_v3_large,FP16,2,15W,8.12128,0.972639730118994,-0.0078708539203195,8.110057161760393,0
mobilenet_v3_large,FP16,2,25W,8.160896,0.2185995652399032,0.0160118306721469,36.85756352704844,0
mobilenet_v3_large,FP16,2,25W,8.160896,0.2204548669719394,0.0090873013816077,36.89546005592901,0
mobilenet_v3_large,FP16,2,25W,8.160896,0.220826495641424,0.0018218547980164,36.7726397686529,0
mobilenet_v3_large,FP16,2,25W,8.240128,0.9348242673095792,-0.003553838779646,8.46762238747446,0
mobilenet_v3_large,FP16,2,25W,8.12128,0.9262265859350204,-0.0035022857020587,8.553943273173997,0
mobilenet_v3_large,FP16,2,25W,8.319360000000001,1.0031370869296885,-0.0067909438791354,7.7753457379817394,0
mobilenet_v3_large,FP16,2,MAXN,9.11168,0.1914392436124555,0.0746650624013209,46.63613790668816,0
mobilenet_v3_large,FP16,2,MAXN,9.151296,0.1944562339426252,0.0095153297440942,46.65231521813672,0
mobilenet_v3_large,FP16,2,MAXN,9.151296,0.1940163192793518,0.0281998093112933,46.744506225071945,0
mobilenet_v3_large,FP16,2,MAXN,8.358976,0.9838978818367848,-0.0064552696571753,8.11189139428064,0
mobilenet_v3_large,FP16,2,MAXN,8.477824,1.020499371121512,-0.0069879757145585,7.74457035298834,0
mobilenet_v3_large,FP16,2,MAXN,8.279744,1.0172047748880062,-0.0082276339488556,7.746025132470643,0
mobilenet_v3_large,FP16,4,15W,9.571584,0.232858467156203,0.0619508481820673,40.40480487927034,0
mobilenet_v3_large,FP16,4,15W,9.611136,0.2342225761747039,0.0313171515880487,40.488516342528186,0
mobilenet_v3_large,FP16,4,15W,9.571584,0.2347085920684711,0.0716350138569729,40.36292923035911,0
mobilenet_v3_large,FP16,4,15W,9.215616,1.1294637225495845,0.001029474832753,7.520877026172415,0
mobilenet_v3_large,FP16,4,15W,9.032448,1.062246193474912,-0.0019067832091104,8.139395015978328,0
mobilenet_v3_large,FP16,4,15W,9.072064,1.0089046180356775,0.0041205207459735,8.743402527258922,0
mobilenet_v3_large,FP16,4,25W,9.11168,0.2452391159023046,0.0369589081928342,36.369003829065775,0
mobilenet_v3_large,FP16,4,25W,9.151296,0.2478345743521518,0.0112153202228702,36.40991868392127,0
mobilenet_v3_large,FP16,4,25W,9.11168,0.2462829046264718,0.0204976782807372,36.60963517551375,0
mobilenet_v3_large,FP16,4,25W,9.032448,1.1298095044122236,0.0024820039135538,7.464669441103072,0
mobilenet_v3_large,FP16,4,25W,8.834368,1.080076878124438,0.0037774233217841,7.912853992664731,0
mobilenet_v3_large,FP16,4,25W,8.953216000000001,1.1279314679152923,-0.0030370822753428,7.469199127617824,0
mobilenet_v3_large,FP16,4,MAXN,10.46432,0.2193982823757239,0.1301284183208893,46.32210461398736,0
mobilenet_v3_large,FP16,4,MAXN,10.543296,0.2241198857431895,0.1081576792849684,46.37311494992564,0
mobilenet_v3_large,FP16,4,MAXN,10.503808,0.2245466094915588,0.0847751310841188,46.37298676817543,0
mobilenet_v3_large,FP16,4,MAXN,9.413376,1.122893059127991,-0.0088458852739276,7.6834643109471426,0
mobilenet_v3_large,FP16,4,MAXN,9.413376,1.0593082781582683,-0.0011603883902734,8.308017300866414,0
mobilenet_v3_large,FP16,4,MAXN,9.072064,1.1515505772603036,-0.0021191114448967,7.423045682174735,0
mobilenet_v3_large,FP16,8,15W,11.906048,0.2886100120934741,0.2661648217034146,40.03771186246198,0
mobilenet_v3_large,FP16,8,15W,11.945472,0.2910037213446129,0.1293009780726495,40.46990151965622,0
mobilenet_v3_large,FP16,8,15W,11.945472,0.2901865602644573,0.0941207803982207,40.50917542465072,0
mobilenet_v3_large,FP16,8,15W,10.740736,1.3793316002674636,0.0049544133197409,7.075853367307502,0
mobilenet_v3_large,FP16,8,15W,10.740736,1.30655982738415,0.0170004730376025,7.768025013512304,0
mobilenet_v3_large,FP16,8,15W,10.780224,1.2133480686498068,0.0150978800219543,8.712991535199572,0
mobilenet_v3_large,FP16,8,25W,11.175104,0.2964973031482223,0.1442090350483636,36.49131783933442,0
mobilenet_v3_large,FP16,8,25W,11.05664,0.302405905441602,0.0082583043264634,36.08931139398005,0
mobilenet_v3_large,FP16,8,25W,11.096128,0.3022675168912958,0.0380309185134478,36.10022177937333,0
mobilenet_v3_large,FP16,8,25W,10.622272,1.3337566832803196,0.0049745857636387,7.612148607453621,0
mobilenet_v3_large,FP16,8,25W,10.898688,1.263477040186697,0.0300904831422753,8.211568210904517,0
mobilenet_v3_large,FP16,8,25W,10.8592,1.259674996437829,0.0092332774957041,8.264096086214387,0
mobilenet_v3_large,FP16,8,MAXN,13.30368,0.2783964409922965,0.4224142300052669,45.711921873319255,0
mobilenet_v3_large,FP16,8,MAXN,13.596416,0.2823356681210696,0.1477462215299319,47.19754198423954,0
mobilenet_v3_large,FP16,8,MAXN,13.46112,0.2867287966186797,0.1390281464611487,46.11839053386753,0
mobilenet_v3_large,FP16,8,MAXN,11.472384,1.3255686189097726,-0.0441111360604496,7.877247935442062,0
mobilenet_v3_large,FP16,8,MAXN,11.8272,1.3530598992844305,-0.0279182180796133,7.60657382976725,0
mobilenet_v3_large,FP16,8,MAXN,11.175104,1.3623343246350912,-0.0232567682124744,7.471152066009588,0
mobilenet_v3_large,FP16,16,15W,13.3824,0.4522803403843704,0.2270856315261466,28.85627827115868,0
mobilenet_v3_large,FP16,16,15W,13.3824,0.4534626851510668,0.1237303546914861,28.90385084052988,0
mobilenet_v3_large,FP16,16,15W,13.3824,0.4559912131200239,0.1217598355195003,28.861196773685126,0
mobilenet_v3_large,FP16,16,15W,11.787776,1.8925400979432276,0.0031458926126694,6.112718188666718,0
mobilenet_v3_large,FP16,16,15W,11.906048,1.8798499393925343,0.0058389285385165,6.172111573683642,0
mobilenet_v3_large,FP16,16,15W,11.984896,1.876980814860593,0.0113172605218047,6.212735862485647,0
mobilenet_v3_large,FP16,16,25W,15.863040000000002,0.4101933531876349,0.45401725448775,37.145468640523546,0
mobilenet_v3_large,FP16,16,25W,15.902208,0.4184931533472445,0.1775163238576638,37.25662584190633,0
mobilenet_v3_large,FP16,16,25W,15.941376,0.4193719058460939,0.1641585436354089,37.22599965815739,0
mobilenet_v3_large,FP16,16,25W,13.95008,1.920351961877225,0.0136288603383874,6.941064811387999,0
mobilenet_v3_large,FP16,16,25W,14.028672,1.9232013472161005,0.0178880505382957,6.953464208446879,0
mobilenet_v3_large,FP16,16,25W,13.95008,1.9288591415262024,0.0109502441597971,6.930073845160659,0
mobilenet_v3_large,FP16,16,MAXN,17.9584,0.397346795328316,0.5835401773260394,42.7948761533884,0
mobilenet_v3_large,FP16,16,MAXN,17.997439999999997,0.4097984761024312,0.2255315928718245,42.99950721045037,0
mobilenet_v3_large,FP16,16,MAXN,17.9584,0.4099575828494628,0.2310098482489717,42.9553665742915,0
mobilenet_v3_large,FP16,16,MAXN,15.222016,1.988371226966588,-0.0014255202004344,7.09142950178112,0
mobilenet_v3_large,FP16,16,MAXN,14.829696,1.9876278414317283,0.0077328892665732,7.091741740945689,0
mobilenet_v3_large,FP16,16,MAXN,15.706368,1.868405210805126,0.0188614340834647,7.913217926008213,0
mobilenet_v3_large,FP32,1,15W,8.557056000000001,0.1879758512689128,-0.060774177148427,44.86628178553358,0
mobilenet_v3_large,FP32,1,15W,8.51744,0.1921564062062922,-0.1197460067477076,44.04274563392087,0
mobilenet_v3_large,FP32,1,15W,8.557056000000001,0.1919840193532404,-0.0666984467908941,44.14465349841119,0
mobilenet_v3_large,FP32,1,15W,8.51744,0.9513439532903984,-0.0830030501192165,8.391713978383557,0
mobilenet_v3_large,FP32,1,15W,8.200512,0.980469236590811,-0.0635833209490086,8.050242267406617,0
mobilenet_v3_large,FP32,1,15W,8.279744,0.9057042848646056,-0.03403280401452,8.853190508501996,0
mobilenet_v3_large,FP32,1,25W,8.200512,0.2036772430916057,-0.0127174847964386,39.70178472356604,0
mobilenet_v3_large,FP32,1,25W,8.160896,0.2038358889554653,-0.0278892337023737,39.83426569225117,0
mobilenet_v3_large,FP32,1,25W,8.160896,0.2042098369704547,-0.0291479516222967,39.75987771460591,0
mobilenet_v3_large,FP32,1,25W,8.12128,0.9912672021091234,-0.0314230736684836,7.950229409490342,0
mobilenet_v3_large,FP32,1,25W,8.160896,0.9779902132456862,-0.0213180542181107,8.09585494674916,0
mobilenet_v3_large,FP32,1,25W,8.240128,0.898811550407381,-0.0068125823989668,8.952326827465935,0
mobilenet_v3_large,FP32,1,MAXN,9.11168,0.1775215939564553,0.0837003862000118,49.978118413598416,0
mobilenet_v3_large,FP32,1,MAXN,9.151296,0.1796766869496039,-0.0282096678368003,50.54376650263277,0
mobilenet_v3_large,FP32,1,MAXN,9.11168,0.1805302101878348,0.0774694433157927,50.25341584829548,0
mobilenet_v3_large,FP32,1,MAXN,8.398592,1.0076509793767792,-0.0175646225908095,7.925307033404628,0
mobilenet_v3_large,FP32,1,MAXN,8.398592,1.010282791512583,-0.0082835149413962,7.909854489051468,0
mobilenet_v3_large,FP32,1,MAXN,8.279744,0.975779805336092,-0.0048731676104668,8.269059134317613,0
mobilenet_v3_large,FP32,2,15W,9.373824,0.2081059793844305,0.0541156738518016,44.08565645780458,0
mobilenet_v3_large,FP32,2,15W,9.373824,0.2105529230219093,0.0215776130667969,44.15723437009626,0
mobilenet_v3_large,FP32,2,15W,9.452928,0.2100312329660686,0.0238537100630824,44.46810330683329,0
mobilenet_v3_large,FP32,2,15W,9.270144,1.0939767912615173,-0.0032957730626506,7.776409660892788,0
mobilenet_v3_large,FP32,2,15W,8.834368,1.106031577340168,-0.0038563684423755,7.64687269585899,0
mobilenet_v3_large,FP32,2,15W,8.9136,1.112450032396351,0.0033405910125072,7.587432917115085,0
mobilenet_v3_large,FP32,2,25W,8.992832,0.2189436199227653,0.0275865660813865,40.23801236049986,0
mobilenet_v3_large,FP32,2,25W,8.953216000000001,0.2205920536038196,0.005430717961158,40.246657629987226,0
mobilenet_v3_large,FP32,2,25W,8.992832,0.2208758833153007,0.0135109321323012,40.29527798379499,0
mobilenet_v3_large,FP32,2,25W,8.953216000000001,1.103083960438196,-0.0041124755133956,7.641807401802517,0
mobilenet_v3_large,FP32,2,25W,8.9136,1.093596433414244,-0.0054495588290303,7.717268682188322,0
mobilenet_v3_large,FP32,2,25W,8.9136,1.0953853038889814,-0.0046714147785751,7.687507329279217,0
mobilenet_v3_large,FP32,2,MAXN,10.28352,0.1951265558533019,0.1838420192754321,50.76974700852176,0
mobilenet_v3_large,FP32,2,MAXN,10.28352,0.198604316731367,0.0745995910964117,51.11994783025851,0
mobilenet_v3_large,FP32,2,MAXN,10.323072,0.1993849546671867,9.922982581961994e-05,51.15612285157748,0
mobilenet_v3_large,FP32,2,MAXN,9.413376,1.0323446538771786,0.0027978851603335,8.542971616153041,0
mobilenet_v3_large,FP32,2,MAXN,9.650688,0.8967950017158034,0.0144530135919058,10.377266572263403,0
mobilenet_v3_large,FP32,2,MAXN,9.413376,0.935049923481605,0.0060458025663492,9.768521818894968,0
mobilenet_v3_large,FP32,4,15W,11.708928,0.2537724415998909,0.2794682082053076,44.26444142118898,0
mobilenet_v3_large,FP32,4,15W,11.63008,0.2570799426996962,0.1347314719946258,44.497836521717126,0
mobilenet_v3_large,FP32,4,15W,11.63008,0.2576923601777702,0.097625497457432,44.53636114659487,0
mobilenet_v3_large,FP32,4,15W,10.740736,1.2460676156043442,0.0047043141773379,7.77875747719117,0
mobilenet_v3_large,FP32,4,15W,10.740736,1.1442620256799707,0.0165191141072088,8.876991679514182,0
mobilenet_v3_large,FP32,4,15W,10.740736,1.140075676729471,0.010513554826563,8.977579541521845,0
mobilenet_v3_large,FP32,4,25W,10.8592,0.2624380829492696,0.0979481949772998,40.0141467935202,0
mobilenet_v3_large,FP32,4,25W,10.819712,0.2647882911643667,0.0103434795780778,40.35370262472218,0
mobilenet_v3_large,FP32,4,25W,10.780224,0.2670990410889836,-0.0049732876021582,39.97863280669476,0
mobilenet_v3_large,FP32,4,25W,10.8592,1.1446076846916065,0.0199534577082908,8.860101384107065,0
mobilenet_v3_large,FP32,4,25W,10.740736,1.2400050632434825,-0.0191548093464323,7.777184511157243,0
mobilenet_v3_large,FP32,4,25W,10.345856,1.259636390557542,-0.0073126255965604,7.617966769733159,0
mobilenet_v3_large,FP32,4,MAXN,13.02816,0.2430018257319121,0.4466709723415196,50.73494373987848,0
mobilenet_v3_large,FP32,4,MAXN,13.02816,0.2494140522935934,0.1531749001378755,51.39314195975199,0
mobilenet_v3_large,FP32,4,MAXN,12.9888,0.250263540868038,0.1386485908033053,51.20683079350536,0
mobilenet_v3_large,FP32,4,MAXN,11.314688,1.1325824925123211,0.0400173422247792,9.230580269714189,0
mobilenet_v3_large,FP32,4,MAXN,10.66176,1.2347934933261857,-0.0254572524755618,8.009582112552808,0
mobilenet_v3_large,FP32,4,MAXN,11.412032,1.0910990173568589,0.0594946448190527,9.77659473455596,0
mobilenet_v3_large,FP32,8,15W,14.421632,0.3603287589021637,0.3528002654393789,38.4219293241576,0
mobilenet_v3_large,FP32,8,15W,14.382336,0.3670914004962968,0.1752191816348175,38.39610707461442,0
mobilenet_v3_large,FP32,8,15W,14.421632,0.3669098968324978,0.1515433749453777,38.44694755906056,0
mobilenet_v3_large,FP32,8,15W,12.260864,1.6146072522552384,0.0153726491512316,7.344408808457217,0
mobilenet_v3_large,FP32,8,15W,12.260864,1.6225837575360271,-0.0001784378438656,7.243722215211771,0
mobilenet_v3_large,FP32,8,15W,12.260864,1.5985975569852784,0.0153949158623101,7.459795704823505,0
mobilenet_v3_large,FP32,8,25W,15.339712,0.3527420257174867,0.4468829379820928,41.53493084567872,0
mobilenet_v3_large,FP32,8,25W,15.614336,0.3564041242743661,0.1978794295815398,42.753036269973805,0
mobilenet_v3_large,FP32,8,25W,15.628032,0.3586459536872186,0.1422156464315937,42.66315200566992,0
mobilenet_v3_large,FP32,8,25W,14.555072,1.569170305901518,0.0479514845875715,8.978187897240835,0
mobilenet_v3_large,FP32,8,25W,14.500224,1.573710021015312,0.0303033182635739,8.917009949812199,0
mobilenet_v3_large,FP32,8,25W,14.185856,1.6337127075054598,-0.0077296629731183,8.185533183821246,0
mobilenet_v3_large,FP32,8,MAXN,18.19264,0.3278151516499992,0.7342522428522181,51.56760264167392,0
mobilenet_v3_large,FP32,8,MAXN,18.27072,0.3409792891347966,0.2727264490399704,52.19870352410225,0
mobilenet_v3_large,FP32,8,MAXN,18.27072,0.3409157724600916,0.2085100779036554,52.22392321730008,0
mobilenet_v3_large,FP32,8,MAXN,15.6672,1.6605022366191151,-0.0856963749858251,8.059686626577957,0
mobilenet_v3_large,FP32,8,MAXN,14.790464,1.6762904728621948,-0.0267233660138233,7.767327425649061,0
mobilenet_v3_large,FP32,8,MAXN,15.510528,1.6591232456379243,-0.0360396300900641,8.148948110303932,0
mobilenet_v3_large,FP32,16,15W,13.910784,0.6982011723174342,0.0863840812714721,19.622627168280182,0
mobilenet_v3_large,FP32,16,15W,13.910784,0.6975136752814121,0.0368343976458442,19.778391399645308,0
mobilenet_v3_large,FP32,16,15W,13.910784,0.7011213681922724,0.0357481983086087,19.64315905938241,0
mobilenet_v3_large,FP32,16,15W,13.55712,2.671776381983562,0.0081026969698097,4.978332103738018,0
mobilenet_v3_large,FP32,16,15W,13.478528,2.6682327265927435,0.0038440207947775,4.979265687716099,0
mobilenet_v3_large,FP32,16,15W,13.517824,2.674160960363644,0.0072835471482708,4.976588675200939,0
mobilenet_v3_large,FP32,16,25W,17.997439999999997,0.634350445071935,0.2978554412877761,27.546763057623863,0
mobilenet_v3_large,FP32,16,25W,18.03648,0.6442580064664557,0.1434361470707312,27.523191311177204,0
mobilenet_v3_large,FP32,16,25W,17.997439999999997,0.6426003911222576,0.1279914998218216,27.53175592892997,0
mobilenet_v3_large,FP32,16,25W,16.658304,2.56100586336035,0.0269096081383574,6.394376396754756,0
mobilenet_v3_large,FP32,16,25W,17.049344,2.5605739837760213,0.0213526584498991,6.432790524948103,0
mobilenet_v3_large,FP32,16,25W,17.049344,2.558720696912628,0.01136971318946,6.446146177013275,0
mobilenet_v3_large,FP32,16,MAXN,19.417088,0.643427041143835,0.3356627327941766,29.223067872776998,0
mobilenet_v3_large,FP32,16,MAXN,19.456,0.6555942896767261,0.1489170374343988,29.19080978784149,0
mobilenet_v3_large,FP32,16,MAXN,19.417088,0.6554067469140537,0.1185465715764788,29.216658615187143,0
mobilenet_v3_large,FP32,16,MAXN,18.5136,2.6249334562335145,0.0139099849981435,6.719278764228752,0
mobilenet_v3_large,FP32,16,MAXN,17.88032,2.6370707167074823,0.0129549079935566,6.66627433242377,0
mobilenet_v3_large,FP32,16,MAXN,17.91936,2.642023324383631,0.0083311995756001,6.650425103997447,0
