model,precision,batch_size,power_mode,p_peak_w,energy_per_inf_j,thermal_ramp_c_per_s,speed_score,pareto
resnet18,FP16,16,MAXN,20.62336,0.4455154917848201,0.6614076910681651,43.47860888747488,0
resnet18,FP16,16,MAXN,20.545536,0.4558151415878944,0.3210492796949429,43.77387640069201,0
resnet18,FP16,16,MAXN,20.62336,0.4564363666200233,0.2870968306632029,43.67800205678927,0
resnet18,FP16,16,MAXN,19.689472,1.4147596879850572,0.0537531911654456,13.654229577602164,0
resnet18,FP16,16,MAXN,19.689472,1.4162607762037571,0.0488066196116405,13.660809328038178,0
resnet18,FP16,16,MAXN,19.689472,1.4158473328927046,0.0307242951529711,13.655946679787611,0
resnet18,FP32,1,15W,12.67392,0.1192186530354746,0.7004148971959276,94.27680197640456,0
resnet18,FP32,1,15W,12.71328,0.1216270772208285,0.3762169857310824,98.5942452234823,0
resnet18,FP32,1,15W,12.67392,0.1219194697651424,0.2929903246685814,98.41684665884011,0
resnet18,FP32,1,15W,10.898688,0.5511570703047274,-0.1101118697619994,19.49916574008852,0
resnet18,FP32,1,15W,10.898688,0.5502640122598886,-0.0842666540354428,19.510061448336085,0
resnet18,FP32,1,15W,10.938176,0.5495979569724403,-0.0729137188657934,19.573078693696967,0
resnet18,FP32,1,25W,11.945472,0.1178382498815,0.4662307602949952,91.283269772947,0
resnet18,FP32,1,25W,12.063744,0.1189814687456202,0.1890799599017807,96.17329837479284,0
resnet18,FP32,1,25W,12.063744,0.1180858097952449,0.1291830784091982,96.76061279060656,0
resnet18,FP32,1,25W,10.977664,0.543990802906135,-0.0690794195811075,19.668496252086587,0
resnet18,FP32,1,25W,10.977664,0.5316171764456127,-0.0595494872458108,20.208560255509017,0
resnet18,FP32,1,25W,11.05664,0.5416249271239806,-0.069854512429962,19.71156446444064,0
resnet18,FP32,1,MAXN,14.437376,0.1114902858065229,1.4519440824002048,107.59222969290656,0
resnet18,FP32,1,MAXN,14.947392,0.1144135547161816,0.8653706767534264,120.26814234542336,0
resnet18,FP32,1,MAXN,14.947392,0.1143987657412366,0.6726868328123021,121.3505375086434,0
resnet18,FP32,1,MAXN,12.103168,0.5605796404832183,-0.1189240151479382,19.650484882100013,0
