model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,repeat,final_loss,speed_score
resnet50,FP32,16,15W,default,train,128,64,15.876224,15.51085580786634,15.393024,15.628032,1.0235556436510975,10.360822996753903,5.53837884900343,0.0,62.781,-0.0024450318744043,1098.3352832948,7.322235221965332,70.81214711100074,150.0,torch-cuda-FP32-train,2.1181892780484173,ina3221,0,0.0001903731317725,2.1181892780484173
resnet50,FP32,16,15W,default,train,128,64,15.6672,15.477270623255812,15.353856,15.588864,1.0122715032493397,13.054102803321133,5.59443588374733,0.0,62.531,-0.0010607891858015,1100.0500507564934,7.3336670050432895,71.07831910800087,150.0,torch-cuda-FP32-train,2.1101469119384317,ina3221,1,4.661714774556458e-05,2.1101469119384317
resnet50,FP32,16,15W,default,train,128,64,15.706368,15.464224369209573,15.353856,15.588864,1.015658310757089,13.091908924786669,5.643404964475652,0.0,62.281,-0.0002126366794149,1099.798914672068,7.331992764480453,71.12233641600051,150.0,torch-cuda-FP32-train,2.109105904331785,ina3221,2,4.355513010523282e-05,2.109105904331785
resnet50,FP32,16,25W,default,train,128,64,21.059712,20.710147088557218,20.550592,20.865792000000003,1.0168789197849746,15.549836088769824,6.420653903735145,0.0,67.281,0.0321469133321661,1039.0887656220652,6.927258437480435,50.17472985099994,150.0,torch-cuda-FP32-train,2.9895688735369568,ina3221,0,5.955067535978742e-05,2.9895688735369568
resnet50,FP32,16,25W,default,train,128,64,20.982144,20.757505575727432,20.594304,20.904576,1.0108220336712928,16.054208119638957,6.473237218775378,0.0,67.875,0.0168248482066071,1041.4991207056764,6.943327471371176,50.17768619399976,150.0,torch-cuda-FP32-train,2.989388566449072,ina3221,1,6.507842772407457e-05,2.989388566449072
resnet50,FP32,16,25W,default,train,128,64,21.020928,20.71791801726765,20.516736,20.904576,1.0146255035124574,18.281710582456565,6.368403584246082,0.0,68.062,0.0070475786116271,1041.4117981356212,6.942745320904141,50.2690872889998,150.0,torch-cuda-FP32-train,2.983708729601569,ina3221,2,4.108163193450309e-05,2.983708729601569
resnet50,FP32,16,MAXN,default,train,128,64,22.14784,21.851175795628127,21.72192,21.99296,1.0135765785395965,15.33158471914603,6.359797148506699,0.0,69.25,0.0154352400950252,1074.1761222928285,7.161174148618857,49.16159044100005,150.0,torch-cuda-FP32-train,3.0513319279615105,ina3221,0,5.5959681048989296e-05,3.0513319279615105
resnet50,FP32,16,MAXN,default,train,128,64,22.10912,21.85849179781136,21.72192,21.99296,1.0114659421385024,17.437437115313305,6.41470244488547,0.0,69.781,0.014502193949117,1074.9146267250917,7.16609751150061,49.179557714999646,150.0,torch-cuda-FP32-train,3.0497684682345345,ina3221,1,4.105928019271232e-05,3.0497684682345345
resnet50,FP32,16,MAXN,default,train,128,64,22.10912,21.859416824443297,21.72192,21.99296,1.0114231398560225,16.595938196051105,6.429442596605521,0.0,69.625,-0.0001670692691665,1075.106667731398,7.1673777848759865,49.18521276199954,150.0,torch-cuda-FP32-train,3.049942552553897,ina3221,2,5.8060519222635776e-05,3.049942552553897
