model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,repeat,final_loss
resnet18,FP16,4,25W,default,train,128,64,42.034496,41.07353216438356,39.319702400000004,41.731392,1.0233961820417707,23.553090253783456,17.293683017624684,0.0,56.531,0.07215085616377073,407.93986807472675,2.039699340373634,9.931015965999904,200.0,torch-cuda-FP16-train,20.13815000680926,ina3221,1,0.0001437556929886341
resnet18,FP16,4,MAXN,default,inference,128,64,62.181632,51.30218024778762,29.512960000000003,62.084556799999994,1.212066070090297,56.999321989129285,44.528095208562966,0.0,57.968,2.079350296873535,98.90224453667696,0.4945112226833848,1.9249596949994157,200.0,torch-cuda-FP16,103.00877194012105,ina3221,0,
resnet18,FP16,4,MAXN,default,inference,128,64,62.646016,59.43597524528302,51.266496000000004,62.516784,1.0540083803028326,38.36617345223031,27.392096183383572,0.0,58.375,0.643872004123251,107.21780570786437,0.5360890285393218,1.8022968240002228,200.0,torch-cuda-FP16,110.94952508572176,ina3221,1,
resnet18,FP16,4,MAXN,default,train,128,64,47.047487999999994,42.541834755407656,42.033984000000004,44.96396800000001,1.105911117150856,20.976438471940273,14.327522032850437,0.0,57.531,-0.013146817791803562,427.0835516132634,2.135417758066317,10.039940046000083,200.0,torch-cuda-FP16-train,19.915188376198405,ina3221,0,0.00013460798072628677
resnet18,FP16,4,MAXN,default,train,128,64,42.584384,41.953318485049834,40.594848000000006,42.38784,1.015042088152694,20.99741639284536,13.656970059950579,0.0,57.468,0.04405917876090366,421.63965368547633,2.1081982684273814,10.0500272270001,200.0,torch-cuda-FP16-train,19.897675125225124,ina3221,1,0.00014327914686873555
resnet18,FP16,8,15W,default,inference,128,64,44.99552,43.06542933333333,35.737744,44.86778879999999,1.0448176343890005,34.82978251254846,19.473117554551344,0.0,57.406,0.2876779434461615,173.02888566031191,0.8651444283015596,4.015951709999172,200.0,torch-cuda-FP16,49.61500621938554,ina3221,0,
resnet18,FP16,8,15W,default,inference,128,64,44.810368000000004,43.820866461538465,40.2902976,44.731648,1.022580601853914,20.062233972877706,11.893237184204608,0.0,57.562,0.14345844618619288,175.8565109683334,0.879282554841667,4.012134870000409,200.0,torch-cuda-FP16,49.789638999283724,ina3221,1,
resnet18,FP16,8,15W,default,train,128,64,42.90067199999999,42.31905536,42.035904,42.743488,1.013743611123932,19.764972628940296,9.187764935614336,0.0,57.781,0.03821417275203231,572.1544846762728,2.860772423381364,13.519656192000184,200.0,torch-cuda-FP16-train,14.78273149458161,ina3221,0,0.00039666390512138605
resnet18,FP16,8,15W,default,train,128,64,43.01875199999999,42.376658285714285,42.11464960000001,42.822182399999996,1.0151520610699538,14.690454862598768,9.451418480900507,0.0,58.0,0.0032595929139452476,570.5861590338554,2.8529307951692773,13.464383249000093,200.0,torch-cuda-FP16-train,14.848735003278739,ina3221,1,0.000380726414732635
resnet18,FP16,8,25W,default,inference,128,64,61.624447999999994,57.15421604907975,40.802412800000006,61.5078144,1.078213511792053,74.12933866728163,50.828889960755056,0.0,59.5,0.7607907234005759,159.17679802086678,0.795883990104334,2.7816407119998985,200.0,torch-cuda-FP16,71.49057308341972,ina3221,0,
