t_s,power_w,temp_c
0.00027735200001188787,8.794752,51.968
0.014021492999745533,8.794752,51.937
0.02734002099987265,8.834368,52.125
0.039555381999889505,8.873984,52.031
0.05362046099980944,8.9136,52.031
0.06613570199988317,8.953216000000001,52.156
0.07969974200022989,8.953216000000001,52.031
0.09296146900032909,8.992832,51.968
0.10607375200015667,8.992832,51.968
0.11907252699984383,8.992832,51.843
0.13208058300006087,8.992832,52.031
0.14519753700005822,8.992832,52.0
0.15841606300000421,9.032448,52.218
0.17148821699993277,9.032448,52.125
0.18428913000025204,9.032448,52.0
0.19758884299972124,9.072064000000001,52.0
0.2108336089995646,9.032448,52.0
0.22388355400016735,9.072064000000001,52.0
0.23712927999986277,9.072064000000001,52.0
0.2501837700001488,9.072064000000001,51.875
0.26324693100013974,9.072064000000001,52.0
0.27645707200008474,9.072064000000001,52.031
0.28959949999989476,9.072064000000001,52.156
0.3029255490000651,9.072064000000001,52.156
0.3160296070000186,9.072064000000001,52.156
0.3294137379998574,9.072064000000001,52.125
0.3427032740000868,9.072064000000001,52.093
0.3559180550000747,9.072064000000001,51.937
0.3689552320001894,9.072064000000001,51.968
0.38209644299968204,9.072064000000001,51.937
0.39517864499975985,9.072064000000001,51.843
0.40809892200013564,9.072064000000001,52.0
0.4214013860000705,9.072064000000001,52.0
0.4343819209998401,9.072064000000001,52.156
0.44758278199969936,9.072064000000001,52.156
0.46066504800000985,9.072064000000001,52.093
0.4738775579999128,9.072064000000001,52.187
0.4867416730003242,9.072064000000001,52.0
0.5001278839999941,9.072064000000001,51.906
0.513257190999866,9.072064000000001,51.968
0.5264436199995544,9.072064000000001,51.875
0.5396344969994971,9.072064000000001,51.906
0.5526627130002453,9.072064000000001,51.937
0.5656986419999157,9.072064000000001,52.218
0.5786698000001707,9.072064000000001,52.187
0.5918557169998167,9.072064000000001,52.031
0.60491641399949,9.072064000000001,52.093
0.6178121470002225,9.072064000000001,52.156
0.631240790999982,9.072064000000001,51.968
0.6443404009996812,9.072064000000001,52.0
0.6575601750000715,9.072064000000001,51.968
0.6707230510000954,9.072064000000001,51.906
0.6838261169996258,9.072064000000001,52.031
0.6969704330003879,9.072064000000001,51.906
0.7102141429995754,9.072064000000001,52.156
0.7233502669996597,9.072064000000001,52.125
0.7365884410000945,9.072064000000001,52.125
0.7496710590003204,9.072064000000001,52.031
0.7629063530002895,9.072064000000001,52.031
0.775857415000246,9.072064000000001,51.937
0.7876770209995811,9.072064000000001,51.875
0.7991018940001595,9.11168,51.937
0.8129838949998884,9.11168,52.0
0.8260474729995622,9.11168,51.875
0.8391939639996053,9.11168,52.125
0.8523357200001556,9.11168,52.062
0.8654127059999155,9.11168,52.0
0.8784690510001383,9.11168,52.125
0.891679096000189,9.11168,52.031
0.9048549970002568,9.11168,51.937
0.9178925569995044,9.11168,51.968
0.9310841380001875,9.11168,51.937
0.944157379999524,9.11168,51.843
0.9572578219995194,9.11168,51.906
0.9704545229997166,9.11168,52.25
0.9835758939998414,9.11168,52.093
0.9965797260001636,9.11168,52.062
1.0097203929999523,9.11168,51.968
1.0232119510001212,9.11168,52.093
1.0364024439995774,9.11168,51.968
1.0494475249997777,9.11168,51.968
1.0626764509997884,9.11168,51.937
1.0755435740002213,9.151296,51.906
1.0885807829999976,9.11168,51.875
1.1017523310001707,9.11168,52.187
1.114798339999652,9.11168,52.031
1.1280963879999035,9.11168,52.062
1.1412238709999656,9.11168,52.062
1.1543180729995584,9.11168,52.093
1.1672621589996197,9.11168,51.968
1.1804090989999168,9.151296,52.093
1.193811053999525,9.151296,52.0
1.2076136919995406,9.151296,51.937
1.2200242910002999,9.151296,51.937
1.2333111380003174,9.151296,51.937
1.246470109999791,9.151296,52.156
1.2595852409995132,9.151296,52.093
1.2728737529996579,9.151296,52.0
1.285930033999648,9.151296,52.156
1.2990521729998363,9.151296,52.031
1.3123895819999234,9.151296,52.0
1.3255699629999071,9.11168,52.0
1.338598434999767,9.151296,52.0
1.351646236000306,9.151296,52.125
1.3648010799997792,9.11168,51.875
1.3779886920001445,9.151296,52.093
1.3902264859998468,9.151296,52.093
1.4018754939997962,9.151296,52.0
1.4149442560001262,9.151296,52.031
1.4279660080001122,9.151296,52.093
1.4413210809998418,9.151296,52.031
1.4543767539998953,9.151296,51.937
1.467559534999964,9.151296,51.906
1.4805583420002222,9.151296,52.218
1.4935162530000525,9.151296,52.187
1.5065015239997592,9.151296,52.156
1.5197118569994927,9.151296,52.062
1.53292881499965,9.151296,52.093
1.546318544999849,9.151296,52.0
1.5595120779998979,9.11168,52.125
1.5726033040000402,9.11168,51.968
1.5855678709995118,9.151296,52.187
1.5987602200002584,9.11168,51.968
1.6121744949996355,9.151296,51.937
1.6256073630001993,9.11168,52.156
1.6385468090002178,9.11168,52.187
1.6515619370002241,9.151296,52.125
1.6646314979998351,9.11168,52.031
1.677733284000169,9.151296,52.0
1.690818142000353,9.11168,52.187
1.7036416170003577,9.11168,52.125
1.7170447560001776,9.11168,52.0
1.7301065089995973,9.11168,51.968
1.743344810999588,9.11168,52.093
1.7563651869995738,9.11168,52.125
1.7691749650002748,9.11168,52.093
1.7822116620000088,9.11168,52.125
1.7950637450003342,9.11168,51.968
1.8082795499994972,9.11168,52.031
1.8216509120002229,9.11168,51.937
1.8349529609995443,9.11168,52.031
1.8481155489998855,9.11168,52.093
1.8611097479997625,9.11168,51.968
1.8741458360000252,9.11168,52.218
1.8872440710001683,9.11168,52.156
1.9005645830002322,9.11168,52.093
1.9135369899995567,9.11168,52.156
1.9265801829997145,9.11168,52.125
1.9400938529997802,9.11168,52.031
1.953441501999805,9.11168,52.031
1.966529016000095,9.11168,52.156
1.9785332029996425,9.11168,52.125
1.9906062879999809,9.11168,52.031
2.0037388589998955,9.11168,52.125
2.015763589999551,9.11168,52.093
2.028948002999641,9.11168,52.125
2.0420293730003323,9.11168,52.156
2.055121334999967,9.11168,51.968
2.0682731380002224,9.11168,52.0
2.0817245669995827,9.11168,51.937
2.094884531000389,9.11168,52.156
2.108009741999922,9.11168,52.156
2.1210781509998924,9.11168,51.968
2.13408095900013,9.11168,52.093
2.1474012469998343,9.11168,52.156
2.160437687999547,9.11168,52.093
2.173545329999797,9.11168,52.062
2.1868053609996423,9.11168,52.031
2.200086609000209,9.11168,52.031
2.213366799999676,9.11168,52.031
2.2266163670001333,9.11168,51.906
2.2397855789995447,9.11168,52.125
2.253005032999681,9.11168,52.0
2.265923293999549,9.11168,51.906
2.279042264999589,9.11168,52.218
2.2921807559996523,9.11168,52.187
2.3053154709996306,9.11168,52.125
2.318832949999887,9.11168,52.093
2.3318749899999602,9.11168,52.0
2.3450420580002174,9.11168,51.968
2.358560016999945,9.11168,51.968
2.371861360999901,9.11168,52.25
2.385094639000272,9.11168,52.062
2.398261227000148,9.11168,51.968
2.411643278000156,9.11168,51.937
2.4249051959995995,9.11168,52.156
