t_s,power_w,temp_c
0.0003113050006504636,7.8566400000000005,52.125
0.014069778000703081,7.896319999999999,52.156
0.028072259000509803,7.896319999999999,52.156
0.041936623000765394,7.896319999999999,52.187
0.05555045200071618,7.936,52.125
0.07058086500001082,7.9756800000000005,52.156
0.0835428039999897,8.01536,52.062
0.09735609500057762,8.05504,52.062
0.11028123200048867,8.05504,52.093
0.1234452880007666,8.12128,52.031
0.13827281600060815,8.12128,51.968
0.15158250800050155,8.200512,52.031
0.1650510210001812,8.200512,52.187
0.178214277000734,8.240128,52.343
0.19151276900083758,8.240128,52.218
0.20384774600006494,8.319360000000001,52.156
0.21730643400042027,8.319360000000001,52.156
0.23133816300014587,8.358976,52.156
0.24484808500073996,8.358976,52.187
0.258366071000637,8.398592,52.156
0.2719006340003034,8.398592,52.0
0.28513998900052684,8.438208000000001,52.125
0.298607061000439,8.438208000000001,52.093
0.3120663580002656,8.477824,52.062
0.3256210170002305,8.477824,52.093
0.33921459000066534,8.51744,52.031
0.3525178500003676,8.51744,52.218
0.3660308120006448,8.557056000000001,52.156
0.3793493370003489,8.557056000000001,52.187
0.3926905500002249,8.557056000000001,52.156
0.4057181220005077,8.557056000000001,52.125
0.4190437830002338,8.596672,52.062
0.4317623220003952,8.596672,52.156
0.4452804360007576,8.636288,52.125
0.4585503200005405,8.636288,52.0
0.47170656800062716,8.636288,52.0
0.4848760000004404,8.675904000000001,52.031
0.49792507700021815,8.675904000000001,52.312
0.5112791220008148,8.675904000000001,52.156
0.5243683600001532,8.675904000000001,52.156
0.5378155930002322,8.71552,52.156
0.5510709150003095,8.71552,52.093
0.5644563539999581,8.71552,52.125
0.5776940120003928,8.71552,52.062
0.5907092320003358,8.755136,52.125
0.6033738500000254,8.755136,52.062
0.6161845520000497,8.794752,51.968
0.6295539900002041,8.794752,52.343
0.642705277999994,8.834368,52.281
0.6560621070002526,8.794752,52.25
0.6698310770007083,8.834368,52.156
0.6832921020004505,8.794752,52.156
0.695948655000393,8.834368,52.093
0.7092852280002262,8.834368,52.156
0.7218419710006856,8.873984,52.093
0.7352259060007782,8.873984,52.062
0.7486619690007501,8.873984,52.093
0.7621670590006033,8.873984,52.062
0.7756001470006595,8.9136,52.343
0.788906319000489,8.873984,52.25
0.8023298710004383,8.9136,52.25
0.8156739000005473,8.873984,52.187
0.8288932540008318,8.9136,52.218
0.8422339550006654,8.9136,52.125
0.854848076000053,8.9136,52.156
0.8681340230004935,8.9136,52.093
0.8813889620005284,8.953216000000001,52.156
0.894910340000024,8.9136,52.062
0.9080975330007277,8.953216000000001,52.093
0.9211977800005116,8.9136,52.0
0.9342745370004195,8.953216000000001,52.25
0.947745610000311,8.9136,52.281
0.9608205760005148,8.953216000000001,52.156
0.9738608840007146,8.9136,52.156
0.9871034710004096,8.953216000000001,52.156
1.0003609060004237,8.953216000000001,52.156
1.0136225969999941,8.953216000000001,52.156
1.0268555830007244,8.953216000000001,52.156
1.0400794490005865,8.953216000000001,52.093
1.0536059470005057,8.953216000000001,52.062
1.0671386220001295,8.953216000000001,52.062
1.080359640000097,8.953216000000001,52.468
1.0935147990003315,8.953216000000001,52.281
1.106890766000106,8.953216000000001,52.312
1.1202649080005358,8.953216000000001,52.281
1.1337890700006028,8.992832,52.187
1.147211246000552,8.953216000000001,52.156
1.1605665390006834,8.992832,52.125
1.1739524260001417,8.953216000000001,52.031
1.1867179750006471,8.992832,52.125
1.19898066100086,8.992832,52.125
1.2120575150001969,9.032448,52.093
1.2255529080002816,8.992832,52.406
1.2390160770000875,9.032448,52.375
1.2525440480003454,9.032448,52.187
1.2650751260007382,9.032448,52.187
1.2781843960001424,9.032448,52.156
1.29122067300068,9.032448,52.156
1.3041985470008512,9.032448,52.156
1.317852762000257,9.072064000000001,52.156
1.3310894600008396,9.032448,52.187
1.3444924670002365,9.072064000000001,52.25
1.3577629260007598,9.032448,52.0
