t_s,power_w,temp_c
0.00032695300069462974,8.279744,52.156
0.01947313800064876,8.279744,52.125
0.0326434380003775,8.279744,52.031
0.045941486000629084,8.240128,52.093
0.058499257000221405,8.279744,52.031
0.07077241100068932,8.319360000000001,52.0
0.08308963099989342,8.358976,51.968
0.0952347810007268,8.319360000000001,52.25
0.10738623599991115,8.319360000000001,52.156
0.12145864200010692,8.358976,52.125
0.13329495200014208,8.358976,52.093
0.1464192350003941,8.319360000000001,52.062
0.15971670700037066,8.319360000000001,52.062
0.17317459900004906,8.279744,52.0
0.18671489400003338,8.279744,51.968
0.20012289800069993,8.240128,51.875
0.213032454000313,8.240128,52.0
0.22524416700071015,8.240128,52.093
0.2374449030003234,8.240128,52.125
0.24980622000020958,8.200512,52.031
0.2618482000007134,8.200512,52.0
0.275688151000395,8.240128,52.031
0.28891109300002427,8.240128,52.0
0.3021219700003712,8.200512,52.0
0.3145411129999047,8.200512,51.875
0.3280840960005662,8.160896,52.156
0.3407933270000285,8.160896,52.156
0.3529715340000621,8.160896,52.093
0.36513095700047415,8.12128,52.031
0.3773186690004877,8.12128,52.062
0.3894955650002885,8.12128,51.937
0.4047732220005855,8.160896,52.031
0.4179484180003783,8.12128,51.937
0.4309990669999024,8.12128,52.0
0.44389182300074026,8.12128,52.031
0.4572921779999888,8.081664,52.125
0.4694905780006593,8.081664,52.093
0.4816520809999929,8.081664,52.062
0.49380075200042484,8.081664,51.937
0.5059477270006028,8.042048,52.0
0.5186691819999396,8.081664,51.968
0.5323420250006166,8.12128,51.968
0.5458609750003234,8.081664,52.25
0.5588940229999935,8.042048,52.187
0.573251366000477,8.05504,52.125
0.5873173720001432,8.05504,52.156
0.5997256979999293,8.01536,52.062
0.6119073300005766,8.01536,52.031
0.6241159060000427,8.01536,51.968
0.6362937620006051,8.01536,52.0
0.6485449320007319,8.01536,51.906
0.6625341040007697,8.042048,51.968
0.6758382000007259,8.05504,52.218
0.6889424179998969,8.01536,52.187
0.702172272000098,8.01536,52.125
0.7155011690001629,8.01536,52.031
0.7272570600007384,8.01536,51.968
0.7396903470007601,8.01536,51.968
0.7519500930002323,8.01536,51.968
0.7642300320003415,7.9756800000000005,52.187
0.7764981939999416,7.9756800000000005,52.187
0.7917211930007397,8.01536,52.156
0.8052156950006975,8.01536,52.093
0.8186866760006524,8.01536,52.093
0.8319718270004159,7.9756800000000005,52.062
0.8441040180005075,7.9756800000000005,51.968
0.8571077850001529,7.9756800000000005,52.0
0.8693993400002,7.9756800000000005,52.0
0.8816030520001732,7.9756800000000005,51.968
0.8937920759999542,7.9756800000000005,52.031
0.9058828249999351,7.9756800000000005,52.25
0.9213978970001335,8.01536,52.156
0.9348485890004667,8.01536,52.156
0.9483882120002818,7.9756800000000005,52.031
0.9619009220004955,7.9756800000000005,52.031
0.9739721830001145,7.9756800000000005,52.031
0.9868811310007004,7.936,52.0
0.9991389890001301,7.936,51.937
1.0113879509999606,7.936,52.187
1.0235715020007774,7.936,52.156
1.0358416490007585,7.936,52.093
1.0513543850001952,7.9756800000000005,52.062
1.0649266800000987,7.9756800000000005,52.125
1.0774697619999642,7.9756800000000005,52.0
1.0909353670003838,7.936,52.0
1.1043487460001415,7.936,51.968
1.1169498140006908,7.936,52.0
1.1290829320005287,7.936,51.968
1.141342934000022,7.936,52.25
1.15357525500076,7.936,52.062
1.1658008240001436,7.936,52.25
1.1811106100003599,7.9756800000000005,52.093
1.1945031889999882,7.9756800000000005,52.062
1.2077547389999381,7.936,52.062
1.221310363000157,7.936,52.031
1.2346888930005662,7.896319999999999,51.968
1.2467892740005482,7.896319999999999,51.968
1.2590094350007348,7.896319999999999,51.906
1.2711454330001288,7.896319999999999,52.125
1.2833737540004222,7.896319999999999,52.0
1.2956784300004074,7.896319999999999,52.0
1.3108336510003937,7.936,52.125
1.323454784000205,7.9756800000000005,52.0
1.3370019270005287,7.936,52.093
1.3508326940000188,7.936,51.968
1.3639348320002682,7.936,52.0
1.3754789410004378,7.936,51.875
1.3876736290003464,7.936,52.093
1.400048195000636,7.936,51.968
1.4122548830000596,7.936,52.031
1.424386721000701,7.896319999999999,52.062
1.4390856420004638,7.9756800000000005,52.062
1.4528053660005753,7.9756800000000005,51.937
1.4661159580000458,7.936,52.031
1.478022926000449,7.936,51.968
1.4911510170004476,7.936,52.25
1.5045203630006654,7.896319999999999,52.218
1.5167454520005776,7.896319999999999,52.062
1.528929963000337,7.896319999999999,52.093
1.54110714700073,7.896319999999999,52.0
1.5533102830004282,7.896319999999999,51.968
1.5653860560005342,7.936,51.968
1.5787422170005811,7.9756800000000005,51.968
1.591731903999971,7.936,52.156
1.6045611710005687,7.936,52.125
1.618136570000388,7.936,52.125
1.6315291810005874,7.936,52.031
1.6437203810000938,7.936,51.968
1.6558739160000187,7.936,52.0
1.667978201000551,7.896319999999999,51.968
1.680236187000446,7.896319999999999,52.156
1.6939094140007,7.936,51.875
1.7074045550007213,7.936,52.093
1.7199290450007538,7.936,52.156
1.7320083060003526,7.936,52.0
1.7453411390006295,7.936,52.0
1.758726165000553,7.896319999999999,52.0
1.771131835000233,7.896319999999999,52.0
1.783321755000543,7.896319999999999,51.875
1.79549020200011,7.896319999999999,52.156
1.8078003180007727,7.896319999999999,52.093
1.8200583040006677,7.896319999999999,52.093
1.832950484000321,7.9756800000000005,52.031
1.8463857840006312,7.9756800000000005,52.031
1.8597954189999655,7.936,52.0
1.8731184910002412,7.936,51.968
1.8865402549999999,7.936,51.906
1.8980196259999502,7.936,52.281
1.91041112000039,7.936,52.156
1.922973146000004,7.936,52.062
1.934248256000501,7.936,52.031
1.9465534750006555,7.936,52.031
1.9620020170004864,7.9756800000000005,51.968
1.9754301490002035,7.9756800000000005,51.968
1.988876777000769,7.9756800000000005,51.906
2.0024763050005276,7.936,51.937
2.015984023000783,7.936,51.937
2.028520705000119,7.936,51.968
2.0407664980002664,7.936,52.125
2.0529297940001925,7.936,52.0
2.065212196000175,7.936,52.0
2.0774117800001477,7.936,52.062
2.0913262620006208,7.9756800000000005,52.0
2.104645910000727,7.9756800000000005,52.031
2.118260511000699,7.936,51.937
2.1315441910001027,7.936,51.906
2.145326028999989,7.936,51.843
2.1579003760007254,7.936,52.218
2.170084502999998,7.936,52.062
2.182217270000365,7.896319999999999,52.0
2.194358452000415,7.896319999999999,52.031
2.2066056540006684,7.896319999999999,52.0
2.2212034510002923,7.936,51.937
2.233359866000683,7.936,51.906
2.2466395130004457,7.936,51.812
2.260074237000481,7.936,52.25
2.273443359000339,7.896319999999999,52.25
2.2862153120004223,7.896319999999999,52.0
2.298389295000561,7.896319999999999,52.031
2.3106230560006225,7.896319999999999,52.0
2.322806576000403,7.896319999999999,51.875
2.3351267070001995,7.896319999999999,51.906
2.34920506600065,7.936,51.875
2.3625479790007375,7.936,52.156
2.375923469000554,7.936,52.156
2.3892836310005805,7.896319999999999,52.156
