t_s,power_w,temp_c
0.00031226400005834876,11.748352,58.625
0.013841750999745273,11.827200000000001,58.25
0.026234213999941858,11.866624,58.593
0.03960350399984236,11.866624,58.406
0.052119521999884455,11.866624,58.187
0.06501030299978083,11.866624,58.312
0.07764725299966813,11.866624,58.656
0.08998240299979443,11.945472,58.656
0.10331777199962744,12.02432,58.375
0.11694735699984449,12.103168,58.625
0.1300486400000409,12.142592,58.312
0.14181727799996224,12.182015999999999,58.406
0.15582079299974794,12.260864,58.406
0.1685428329997194,12.28032,58.718
0.18063903299980666,12.31968,58.406
0.19300602399971467,12.398399999999999,58.312
0.20591702899992015,12.43776,58.593
0.2188323219997983,12.477120000000001,58.25
0.23253518899991832,12.51648,58.812
0.2459799049997855,12.55584,58.468
0.2594409739999719,12.5952,58.718
0.2723617709998507,12.634559999999999,58.687
0.28600098799961415,12.67392,58.375
0.29950852199999645,12.713280000000001,58.968
0.3121147189999647,12.75264,58.5
0.32600498299962055,12.75264,58.812
0.33981374099994355,12.792,58.625
0.3526855449999857,12.792,58.343
0.36536310399969807,12.83136,58.625
0.3789975529998628,12.870719999999999,58.5
0.39190523099978236,12.91008,58.843
0.40546690999963175,12.949440000000001,58.75
0.4189052570000058,12.9888,58.468
0.4322695869996096,12.9888,58.625
0.44536382899968885,13.02816,58.562
0.45859276299961493,13.06752,58.875
0.47180198499972903,13.106879999999999,58.5
0.48431029099992884,13.14624,58.468
0.4984484659998998,13.1856,58.812
0.5119339829998353,13.1856,58.656
0.5249326069997551,13.22496,58.375
0.5386188649999895,13.22496,58.5
0.5523513969997111,13.26432,58.531
0.5656071149996933,13.30368,58.812
0.5779581049996523,13.282048000000001,58.437
0.5913381469999877,13.321344,58.375
0.6046995329998026,13.321344,58.625
0.6170340749999923,13.36064,58.906
0.6301389729997027,13.399936,58.875
0.6432418239996878,13.399936,58.5
0.6562279350000608,13.399936,58.656
0.6697495809999054,13.439232,58.593
0.6833229079998091,13.478528,58.468
0.6969954699998198,13.478528,58.593
0.7094091179997122,13.478528,58.906
0.7215479739998045,13.517824000000001,58.906
0.7350244979998024,13.517824000000001,58.5
0.7478732299996409,13.557120000000001,58.468
0.7619712109999455,13.557120000000001,58.593
0.7751818409997213,13.596416,58.937
0.7879245859999173,13.596416,58.906
