model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,qps,repeat
resnet18,FP32,1,MAXN,default,inference,128,64,20.774207999999998,20.029231334538878,16.4926208,20.696256,1.0371944710717114,28.168558570053353,11.238887735506506,0.0,54.406,0.6860783594793421,131.33606854659416,0.03286688402066921,6.5458646239999325,3996.0,trt-fp32,609.5275859160405,ina3221,609.552,0
resnet18,FP16,1,MAXN,default,inference,128,64,19.67616,18.883849394495414,16.140044800000002,19.55904,1.041957049590511,26.31448407951477,9.784404806760065,0.0,55.562,0.5703206224454386,122.91212848343915,0.01551529013928795,6.5054339060000075,7922.0,trt-fp16,1215.9490472198554,ina3221,1215.94,0
resnet18,INT8,1,MAXN,default,inference,128,64,12.733951999999999,12.399988393782383,10.9519488,12.694528,1.0269325740970106,14.609854307522605,3.7555621408295603,0.0,53.156,0.30413222575104315,81.03255996216481,0.009458685649838311,6.52801509599999,8567.0,trt-int8,1310.5438288370308,ina3221,1310.56,0
resnet18,INT4,1,MAXN,default,inference,128,64,19.55904,18.769735619047623,15.771263999999999,19.52,1.0420519711610314,26.045839985510565,7.431192175986935,0.0,55.968,0.5952902560281704,122.40375536212989,0.015333052156097943,6.514992338999946,7983.0,trt-int4,1223.9589516787996,ina3221,1224.02,0
