model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,qps,repeat
resnet18,INT8,2,25W,default,inference,128,64,14.751232,14.443832333938294,12.6936,14.751232,1.0212824172251997,17.741420246717112,6.703797930915768,0.0,58.906,0.20559351883950291,94.80947105489771,0.012939739464296126,6.56136543599996,7327.0,trt-int8,1115.2147577720168,ina3221,1115.15,1
resnet18,INT8,2,25W,default,inference,128,64,14.751232,14.39143095652174,12.67392,14.712,1.025001061017856,15.440278480455621,6.54846514679792,0.0,59.25,0.19570166299823544,94.4582939223066,0.013016162866515997,6.562439746000109,7257.0,trt-int8,1105.0910253426457,ina3221,1105.04,2
resnet18,INT8,2,MAXN,default,inference,128,64,16.736511999999998,15.955991242685025,13.95008,16.462784,1.0489170961204182,18.702123795317593,7.488893645932988,0.0,60.187,0.2819542558760727,104.29450250764378,0.013228627918270393,6.52844125799993,7884.0,trt-int8,1206.9156078793599,ina3221,1206.94,0
resnet18,INT8,2,MAXN,default,inference,128,64,16.176384,15.84999928888889,14.1838912,16.176384,1.0205920962621058,19.11195851408591,6.494853326972157,0.0,60.718,0.20619003300730585,103.49238282684222,0.01326655336839408,6.528984478999973,7801.0,trt-int8,1194.3794180180037,ina3221,1194.37,1
resnet18,INT8,2,MAXN,default,inference,128,64,16.293888000000003,15.930580740740737,14.1847008,16.25472,1.0228056506647085,19.574304195289386,6.506497544200911,0.0,61.156,0.1963957973381667,103.99419536481702,0.013283202882209352,6.5272141119999105,7829.0,trt-int8,1199.0384798169148,ina3221,1199.05,2
resnet18,INT8,4,15W,default,inference,128,64,12.9888,12.558607139784945,11.096128,12.91008,1.0342548226428891,14.841215203495073,3.713307296133562,0.0,55.968,0.2561760664072436,82.52652015383825,0.02389302841744014,6.5626142719997915,3454.0,trt-int8,525.84807643174,ina3221,525.856,0
resnet18,INT8,4,15W,default,inference,128,64,12.75264,12.511126124789207,11.214592,12.75264,1.0193039277841076,13.032615228735928,4.387058719250745,0.0,56.468,0.19518409586164776,82.18932434843063,0.02380919013569833,6.5665841300001375,3452.0,trt-int8,525.2791879806935,ina3221,525.226,1
resnet18,INT8,4,15W,default,inference,128,64,12.792,12.5132768113879,11.175104,12.75264,1.0222741966643336,14.837641784731202,3.712291399918626,0.0,56.937,0.17943424908007127,82.41588376462366,0.023819619585151348,6.577312818000337,3460.0,trt-int8,526.0436188743317,ina3221,526.009,2
resnet18,INT8,4,25W,default,inference,128,64,15.588864,15.200093888888887,12.949440000000001,15.588864,1.025576823008659,19.535497471289503,7.234612475852847,0.0,58.468,0.33528532791839755,99.88253372321755,0.020522402655273792,6.567589601999771,4867.0,trt-int8,740.0350066542597,ina3221,740.105,0
resnet18,INT8,4,25W,default,inference,128,64,15.628032,15.219216226950353,13.112784,15.588864,1.0268618151521962,19.517461217354718,7.195821998137917,0.0,59.125,0.27890104634628915,100.05316666417113,0.02049849757512213,6.565904333000162,4881.0,trt-int8,742.332414950968,ina3221,742.275,1
resnet18,INT8,4,25W,default,inference,128,64,15.628032,15.236745010830326,13.1856,15.588864,1.0256804841776603,18.21540815959262,7.248128466985009,0.0,59.625,0.23690402876723157,100.27723198704905,0.020616207234179493,6.574756642000011,4864.0,trt-int8,739.486391678756,ina3221,739.414,2
resnet18,INT8,4,MAXN,default,inference,128,64,17.518592,16.993289647058823,14.7142752,17.440383999999998,1.03091234033265,22.721645154408026,6.544648171270421,0.0,60.656,0.34196535708210474,111.09388723228426,0.020965066471463345,6.537330696000026,5299.0,trt-int8,810.2582340194416,ina3221,810.246,0
resnet18,INT8,4,MAXN,default,inference,128,64,17.440383999999998,17.000653313868614,14.790464,17.40128,1.0258655169312032,22.67658944241302,7.511704899399019,0.0,61.281,0.2761505858712755,111.30636790210536,0.020981407710104687,6.5395498699999735,5305.0,trt-int8,811.1839942540884,ina3221,811.16,1
resnet18,INT8,4,MAXN,default,inference,128,64,17.440383999999998,17.012588101818178,14.8473504,17.440383999999998,1.0251458446899153,20.484614665090284,7.515917224125679,0.0,61.843,0.2504514616896707,111.33636642871117,0.020998937462978342,6.535065302000021,5302.0,trt-int8,810.3062933870868,ina3221,810.282,2
resnet18,INT8,8,15W,default,inference,128,64,14.107263999999999,13.668767185454547,12.02432,13.989376,1.0320802021569344,14.82678959026847,6.6369804292597365,0.0,56.468,0.30169888935392813,89.67230043249205,0.04456873778950897,6.556525559999955,2012.0,trt-int8,306.8532385112705,ina3221,306.848,0
resnet18,INT8,8,15W,default,inference,128,64,13.989376,13.69140216058394,12.1701888,13.989376,1.0217635736589414,16.31161956708081,6.543444386595824,0.0,57.125,0.21857735025625114,89.83849638345652,0.04449653114584275,6.561463456999718,2019.0,trt-int8,307.3752593931025,ina3221,307.349,1
resnet18,INT8,8,15W,default,inference,128,64,13.95008,13.662800271186443,12.142592,13.95008,1.0210264164820884,16.112596922876385,4.78591751175656,0.0,57.718,0.22796043870926663,89.51470739847943,0.04453468029775096,6.549247966000166,2010.0,trt-int8,306.7976113713622,ina3221,306.816,2
resnet18,INT8,8,25W,default,inference,128,64,17.64608,17.059782432708687,14.3870784,17.60704,1.0343672359013916,22.432784542102024,7.300037485302512,0.0,59.656,0.43015157853435515,111.90887307246378,0.03878990401125261,6.555616330999783,2885.0,trt-int8,439.75011620495474,ina3221,439.692,0
resnet18,INT8,8,25W,default,inference,128,64,17.528959999999998,17.0829086007326,14.653151999999999,17.489919999999998,1.0261109749921784,23.7733692544655,9.76857505723197,0.0,60.375,0.31025427282023565,112.14435617977387,0.038777439896187364,6.561940804000187,2892.0,trt-int8,440.3337332057323,ina3221,440.377,1
resnet18,INT8,8,25W,default,inference,128,64,17.568,17.08902455846422,14.594304,17.528959999999998,1.028028249353679,21.353619077816347,10.511691608841856,0.0,61.093,0.3121445802952063,112.2077115781444,0.038799347018722126,6.558595200999662,2892.0,trt-int8,440.58763192593557,ina3221,440.557,2
resnet18,INT8,8,MAXN,default,inference,128,64,19.689472000000002,19.180956816188868,16.4706048,19.650560000000002,1.0265114607516317,25.604113895911365,10.605612725817844,0.0,62.312,0.4283413796666115,125.11949171141393,0.0398469718826159,6.520222897000167,3140.0,trt-int8,480.7462564244471,ina3221,480.714,0
resnet18,INT8,8,MAXN,default,inference,128,64,19.728384,19.234779694545455,16.6367968,19.7108736,1.0256620722094631,26.25078839838834,10.116609576270916,0.0,63.093,0.31148358644768853,125.59041857178633,0.0398953045018381,6.523274798999864,3148.0,trt-int8,481.9330446361086,ina3221,481.956,1
resnet18,INT8,8,MAXN,default,inference,128,64,19.728384,19.27179171731449,16.824496,19.728384,1.0236922590998787,26.015508496789703,9.712418142396109,0.0,63.781,0.28770827749485983,125.64169902965195,0.04003878235489227,6.520857491000243,3138.0,trt-int8,480.4849448005412,ina3221,480.499,2
resnet18,INT8,16,15W,default,inference,128,64,14.460928,14.067955434862386,12.2766336,14.382335999999999,1.0279338790172574,16.29894765226867,6.543849322755106,0.0,56.718,0.3273151800648792,92.47465319121821,0.0958286561567028,6.57278648800002,965.0,trt-int8,146.7348342006482,ina3221,146.678,0
resnet18,INT8,16,15W,default,inference,128,64,14.460928,14.102794291457286,12.35904,14.421631999999999,1.02539452119497,16.267898372848347,7.3483803124123614,0.0,57.468,0.26679171610522406,92.7422018809789,0.09600642016664482,6.574652108999999,966.0,trt-int8,146.8219202546696,ina3221,146.767,1
resnet18,INT8,16,15W,default,inference,128,64,14.460928,14.118565875409837,12.376752,14.437376,1.0242490722932738,16.319092748915395,7.324213348773796,0.0,58.031,0.221664833150715,92.8377394164753,0.09610532030691026,6.575609712000187,966.0,trt-int8,146.82796230856138,ina3221,146.768,2
resnet18,INT8,16,25W,default,inference,128,64,18.309759999999997,17.7560494755877,14.6649216,18.309759999999997,1.0311843310176385,25.405443131719025,10.221634922318026,0.0,60.062,0.45375033286903665,116.92031377130485,0.08357420569785907,6.581452407000143,1399.0,trt-int8,212.49019401801885,ina3221,212.488,0
resnet18,INT8,16,25W,default,inference,128,64,18.3488,17.78173675849732,14.7826176,18.3488,1.0318902056196337,25.08706024138397,10.840518621822147,0.0,61.031,0.3565233142677811,117.23323562118259,0.08391784940671623,6.581759824000073,1397.0,trt-int8,212.14081920457045,ina3221,212.145,1
resnet18,INT8,16,25W,default,inference,128,64,18.309759999999997,17.765309928057555,14.868928,18.309759999999997,1.0306468096614834,22.643862540546216,10.93086958360781,0.0,61.656,0.33057262701810125,117.19335615818122,0.08388930290492572,6.584322271000019,1397.0,trt-int8,212.12167456864577,ina3221,212.067,2
resnet18,INT8,16,MAXN,default,inference,128,64,20.628288,20.068348283121598,17.029792,20.58944,1.0279016344035319,28.91920402024519,11.737881800551708,0.0,63.031,0.43730222746793185,131.5221767684185,0.08618753392425851,6.548716665000029,1526.0,trt-int8,232.95530219585132,ina3221,232.91,0
resnet18,INT8,16,MAXN,default,inference,128,64,20.667136,20.07272345869947,17.107328,20.628288,1.029612949260401,28.76552395227473,11.220007676785299,0.0,63.906,0.34210757341504133,131.53042132242024,0.0863627191874066,6.542309833000218,1523.0,trt-int8,232.59449017990303,ina3221,232.643,1
resnet18,INT8,16,MAXN,default,inference,128,64,20.705984,20.15495886655684,17.201024,20.705984,1.0273394323000817,26.61399924912392,11.22432748589092,0.0,64.656,0.33318090221466895,132.14804805326347,0.08648432464218814,6.556075770999996,1528.0,trt-int8,233.06051850163584,ina3221,232.99,2
resnet18,INT4,1,15W,default,inference,128,64,14.201984,13.871583999999999,12.030384,14.185856,1.0238184766786549,16.298172950322027,7.2306480867003184,0.0,62.031,0.13484943876761304,90.9581286975872,0.01756287482092821,6.54986938500042,5179.0,trt-int4,790.5502607230283,ina3221,790.5,0
resnet18,INT4,1,15W,default,inference,128,64,14.225152,13.916655709090909,12.31968,14.201984,1.02216741560313,16.075847103257125,6.613256897502563,0.0,61.937,0.096456865977324,91.17601225170512,0.017564248170237936,6.549058718000197,5191.0,trt-int4,791.8884624438542,ina3221,791.908,1
resnet18,INT4,1,15W,default,inference,128,64,14.225152,13.908953621440537,12.382655999999999,14.201984,1.0227334411462876,14.771806397045546,6.973570323741634,0.0,61.875,0.10182656255447597,91.03844998207055,0.017547889356605735,6.543893780999952,5188.0,trt-int4,791.9666714741992,ina3221,791.923,2
resnet18,INT4,1,25W,default,inference,128,64,17.72416,17.12311740901502,14.555072000000001,17.64608,1.035101236336121,21.632436484454367,7.189979937953791,0.0,62.843,0.290262339249871,112.19421854579392,0.015233430895559256,6.552307380999991,7365.0,trt-int4,1122.8722582663188,ina3221,1122.9,0
resnet18,INT4,1,25W,default,inference,128,64,17.60704,17.180873319298247,14.8473504,17.568,1.0248047158477718,25.025120841287404,9.78228927133897,0.0,63.187,0.19770949832667578,112.6128306764569,0.015321473561422707,6.5589019399999415,7350.0,trt-int4,1120.4245098529148,ina3221,1120.38,1
resnet18,INT4,1,25W,default,inference,128,64,17.60704,17.14229154909091,14.7473088,17.568,1.027111220782716,23.88117298767431,9.858800933525945,0.0,63.437,0.21272686462123633,112.36326653795557,0.015262600725068673,6.550416234000295,7362.0,trt-int4,1122.2758287439656,ina3221,1122.32,2
resnet18,INT4,1,MAXN,default,inference,128,64,19.533824,19.03960108623853,16.4706048,19.494912,1.0259576296542623,25.644239471224015,9.783654765867235,0.0,64.312,0.33244440721846735,124.39291525261606,0.015543285674449089,6.5307542159998775,8003.0,trt-int4,1224.9178567413976,ina3221,1224.9,0
resnet18,INT4,1,MAXN,default,inference,128,64,19.572736,19.048074921100916,16.478425599999998,19.533824,1.0275440474206596,25.779870687563353,10.92636101696908,0.0,64.718,0.24494231710401515,124.44374662143483,0.015614020906077143,6.5214104179999595,7970.0,trt-int4,1221.8040629754573,ina3221,1221.79,1
resnet18,INT4,1,MAXN,default,inference,128,64,19.611648000000002,19.112073714285714,16.654393600000002,19.611648000000002,1.0261391983508765,26.0064943793344,10.291300692742231,0.0,65.031,0.2367634728956518,124.95053006149027,0.015620768853793009,6.525989392000156,7999.0,trt-int4,1224.805859459268,ina3221,1224.83,2
resnet18,INT4,2,15W,default,inference,128,64,14.712,14.31782212110092,12.138624,14.712,1.0275305752205262,16.259205689254678,6.533884092286807,0.0,58.75,0.2936186770037605,93.9708943069111,0.027606020654204203,6.5627556140002525,3404.0,trt-int4,517.850051282865,ina3221,517.895,0
resnet18,INT4,2,15W,default,inference,128,64,14.829696,14.343638265546218,12.386591999999998,14.712,1.0338866419701411,16.43956835439797,7.340578417504506,0.0,59.218,0.2221374990562198,94.15942765106263,0.027734735685143633,6.567519344000175,3395.0,trt-int4,516.619447679582,ina3221,516.602,1
resnet18,INT4,2,15W,default,inference,128,64,14.712,14.347284909747295,12.28032,14.712,1.0254204954140782,18.361449925938157,7.37097976998785,0.0,59.625,0.20785104819726152,94.15978983871,0.027694055834914705,6.554411168000115,3400.0,trt-int4,517.9417538601383,ina3221,517.907,2
resnet18,INT4,2,25W,default,inference,128,64,18.552576000000002,17.96148791160221,14.5589952,18.5136,1.0329086371522695,25.986671014548133,10.124699384874102,0.0,61.343,0.4406016141999394,118.08103997042417,0.024191977047823023,6.57162500000004,4881.0,trt-int4,741.7113797757885,ina3221,741.647,0
resnet18,INT4,2,25W,default,inference,128,64,18.5136,17.965317435008668,15.0023168,18.5136,1.030518946685735,24.52553350530255,10.819645938657855,0.0,62.093,0.32553332724903755,118.07867992738625,0.024286030425213132,6.565892892999727,4862.0,trt-int4,740.0503218327585,ina3221,740.065,1
resnet18,INT4,2,25W,default,inference,128,64,18.942336,18.035832615384617,14.849312000000001,18.825408,1.0502612440438228,25.710987166243413,9.815503919447112,0.0,62.687,0.32789491529792153,118.51792730213741,0.024291438266476204,6.570732184000008,4879.0,trt-int4,741.2789654396839,ina3221,741.285,2
resnet18,INT4,2,MAXN,default,inference,128,64,20.744832,20.152464630824372,16.892928,20.744832,1.0293942889878376,29.09940560394452,10.922539757892398,0.0,63.875,0.40718840654924515,131.5029811793725,0.024938930623814245,6.530167426999924,5273.0,trt-int4,806.4335176930526,ina3221,806.502,0
resnet18,INT4,2,MAXN,default,inference,128,64,20.744832,20.17409237569061,16.9437632,20.744832,1.0282907212716603,29.130390370704095,12.540360965902343,0.0,64.562,0.3298422388987467,131.7176009297728,0.0249417915034601,6.528740733000177,5281.0,trt-int4,807.5128476628382,ina3221,807.581,1
resnet18,INT4,2,MAXN,default,inference,128,64,20.744832,20.185195529411764,17.111232,20.744832,1.0277250953439014,29.197304238810215,9.781269668001038,0.0,65.125,0.31978273829310505,131.92821682048145,0.025090950327212144,6.536087925000174,5258.0,trt-int4,803.8567947031971,ina3221,803.883,2
resnet18,INT4,4,15W,default,inference,128,64,15.510528,15.025629710091742,12.83136,15.432191999999999,1.0322714121979581,19.4117799866819,7.926155968741393,0.0,59.218,0.31140715555881515,98.62000788954006,0.04887017239323095,6.56295494799997,2018.0,trt-int4,307.2534278516679,ina3221,307.231,0
resnet18,INT4,4,15W,default,inference,128,64,16.25472,15.453978765598649,12.894336,16.176384,1.0518145680505167,19.33366882365701,7.3572634411893105,0.0,59.937,0.2606444746770739,101.73049084172844,0.050411541546941746,6.579150824000408,2018.0,trt-int4,306.6010056719047,ina3221,306.572,1
resnet18,INT4,4,15W,default,inference,128,64,16.462784,15.305998503597124,13.081055999999998,16.225344,1.0755772644385804,18.267088751102502,6.8970316735933075,0.0,60.375,0.2220421161098837,100.38206108640077,0.049817400042878796,6.563454719999754,2015.0,trt-int4,306.80069089141716,ina3221,306.779,2
resnet18,INT4,4,25W,default,inference,128,64,19.728384,19.09335063157895,15.4987776,19.728384,1.0332593990795282,27.71642187806354,10.91967855661954,0.0,62.312,0.4683630312600432,125.57903122846628,0.043183985979527606,6.578662491000159,2908.0,trt-int4,441.53809708661055,ina3221,441.602,0
resnet18,INT4,4,25W,default,inference,128,64,19.845119999999998,19.194042842105265,15.823872,19.806207999999998,1.033920793198736,25.33506523034573,10.9202619934301,0.0,63.125,0.36841765413952354,126.03452021726281,0.04326622733170711,6.56833322600005,2913.0,trt-int4,443.09941912385244,ina3221,443.059,1
resnet18,INT4,4,25W,default,inference,128,64,19.806207999999998,19.1326036056338,15.667200000000001,19.767295999999998,1.0352071473517512,28.183809765613677,11.52369371176399,0.0,63.812,0.3457630702844864,125.93239203704516,0.04340999380801281,6.57012921400019,2901.0,trt-int4,441.22324289570616,ina3221,441.165,2
resnet18,INT4,4,MAXN,default,inference,128,64,22.264,21.55136583713355,17.956447999999998,22.225279999999998,1.0330667748973277,32.62367168168625,11.97446028434076,0.0,64.968,0.46555061496834504,140.8785760557636,0.04500912973027591,6.536781678000352,3130.0,trt-int4,478.3868138815638,ina3221,478.388,0
resnet18,INT4,4,MAXN,default,inference,128,64,22.30272,21.5756662189781,17.8583264,22.264,1.033697860063407,32.11973641737949,13.121836942051292,0.0,65.781,0.38835347101881595,141.24043023131856,0.04492380096415985,6.541413091000322,3144.0,trt-int4,479.9480716703114,ina3221,479.909,1
resnet18,INT4,4,MAXN,default,inference,128,64,22.30272,21.625234119782213,18.182304000000002,22.264,1.0313284876577609,32.151776546172606,12.922835571480638,0.0,66.468,0.36051815283178296,141.35449506808976,0.04487444287875866,6.537405343000046,3150.0,trt-int4,481.21781353934114,ina3221,481.144,2
resnet18,INT4,8,15W,default,inference,128,64,16.137216,15.559305703577515,13.130495999999999,16.098048000000002,1.0371424218684517,18.3754615640984,7.391682815948737,0.0,59.593,0.36067641468842193,102.27054498477523,0.09074582518613596,6.566956520000076,1127.0,trt-int4,171.40785135895715,ina3221,171.385,0
resnet18,INT4,8,15W,default,inference,128,64,16.019712,15.550791413969334,13.1877376,15.980544,1.0301541300084207,18.44540654281799,7.380715162789159,0.0,60.281,0.2695317119750629,102.25739960590313,0.09081474210115731,6.5694203159996505,1126.0,trt-int4,171.2086246653053,ina3221,171.243,1
resnet18,INT4,8,15W,default,inference,128,64,16.019712,15.584127239388792,13.274188800000001,15.980544,1.0279505392839883,18.35240910478579,7.405284406514489,0.0,60.656,0.2325998608273991,102.46121721592344,0.09099575241201016,6.574472744999639,1126.0,trt-int4,171.23879727635781,ina3221,171.25,2
resnet18,INT4,8,25W,default,inference,128,64,20.744832,20.033662148282097,16.0275456,20.744832,1.0354987443860275,28.443256709044046,14.070164892458923,0.0,62.687,0.5055955099019309,131.73581643671412,0.0805231151813656,6.568475643000056,1636.0,trt-int4,248.7295844188252,ina3221,248.799,0
resnet18,INT4,8,25W,default,inference,128,64,20.78368,20.06997907692308,16.257488,20.744832,1.035560621181591,28.714152711985104,12.976635758213174,0.0,63.625,0.39653265668102655,131.97834740301806,0.08047460207501102,6.573910575999889,1640.0,trt-int4,249.43466287664955,ina3221,249.394,1
resnet18,INT4,8,25W,default,inference,128,64,20.977919999999997,20.207591853479855,16.462784,20.939072,1.0381207296794985,29.04265905896914,13.04073141435119,0.0,64.375,0.38083149623542767,132.6330842193991,0.08077532534677169,6.562206746999891,1642.0,trt-int4,249.83757145792177,ina3221,249.873,2
resnet18,INT4,8,MAXN,default,inference,128,64,22.72864,21.952236033726816,18.4278528,22.6512,1.0353678761963172,32.26631154640652,14.287233850861789,0.0,65.406,0.4657499297230025,143.7068089358935,0.08498332876161649,6.541739967000012,1691.0,trt-int4,258.21569767887803,ina3221,258.259,0
resnet18,INT4,8,MAXN,default,inference,128,64,22.57376,21.903782773722632,18.4882656,22.535040000000002,1.0305872840868893,32.04077355965561,12.783496957049891,0.0,66.187,0.3660654386907684,143.23158052839568,0.08535851044600458,6.541959273999964,1678.0,trt-int4,256.1866372477575,ina3221,256.183,1
resnet18,INT4,8,MAXN,default,inference,128,64,22.34144,21.69222628980322,18.307027200000004,22.30272,1.0299284039140764,33.53530365973226,14.360573729805457,0.0,66.781,0.33226764734876685,141.94254906656448,0.08607795577111248,6.5421117330001834,1649.0,trt-int4,251.89424044921532,ina3221,251.841,2
resnet18,INT4,16,15W,default,inference,128,64,16.853824,16.225912865573772,13.6317824,16.775616000000003,1.038698046737232,21.817527567564543,9.705754998519781,0.0,59.437,0.3828939699333473,106.99990873956801,0.1714742127236667,6.598652675999801,624.0,trt-int4,94.51080077132502,ina3221,94.473,0
resnet18,INT4,16,15W,default,inference,128,64,16.6192,16.172445952468006,13.619993599999999,16.6192,1.0276243957682738,19.474168933289736,9.693686052724125,0.0,60.25,0.3035886479986203,106.60475128434143,0.17111517060086906,6.591442912000275,623.0,trt-int4,94.41501893453153,ina3221,94.4101,1
resnet18,INT4,16,15W,default,inference,128,64,16.697408,16.226755789473685,13.7418112,16.658304,1.0290047016564843,19.567151052291464,9.753986718830443,0.0,60.781,0.2786451193293205,106.96311978909064,0.17169040094557086,6.599423131999629,623.0,trt-int4,94.39496905712208,ina3221,94.3968,2
resnet18,INT4,16,25W,default,inference,128,64,22.029312,21.110382352530543,16.7208704,21.990527999999998,1.0435297491122564,32.19930202747543,14.661783923053529,0.0,63.218,0.5371220075203431,139.07123316778848,0.1528255309536137,6.598516371000187,910.0,trt-int4,137.80291179993662,ina3221,137.82,0
resnet18,INT4,16,25W,default,inference,128,64,22.029312,21.191130596026486,17.011920000000003,21.984710399999997,1.0395534065620209,31.94348581630593,14.483847734680781,0.0,64.125,0.4503294852196926,139.9165426278218,0.15358566698992512,6.603128169000229,911.0,trt-int4,137.9567191946554,ina3221,137.959,1
resnet18,INT4,16,25W,default,inference,128,64,22.070400000000003,21.22542868222621,16.705228799999997,22.0685568,1.039809387618228,32.24942982805421,14.506175996289496,0.0,65.062,0.4585956188350151,140.3152925389245,0.15351782553492832,6.600558706999436,914.0,trt-int4,138.36466443417916,ina3221,138.398,2
resnet18,INT4,16,MAXN,default,inference,128,64,21.951743999999998,21.235818440917107,17.669504,21.912959999999998,1.0337131135809414,31.760742713782868,14.322319858201196,0.0,65.531,0.4491701216824884,139.73363374903064,0.16835377560124173,6.569370392000565,830.0,trt-int4,126.28979274627311,ina3221,126.317,0
resnet18,INT4,16,MAXN,default,inference,128,64,21.951743999999998,21.2273371954023,17.88032,21.874176,1.034126126980948,29.392844472668834,13.786953240224843,0.0,66.187,0.3472192038736035,139.57622448738175,0.16897848000893675,6.570617645000311,826.0,trt-int4,125.68114184347726,ina3221,125.628,1
resnet18,INT4,16,MAXN,default,inference,128,64,21.874176,21.227215448275864,17.847136,21.874176,1.0304778812511033,29.345802926481518,14.15747822901679,0.0,66.75,0.33326088581442387,139.31802049653538,0.16887032787458833,6.558816564999688,825.0,trt-int4,125.56903040658874,ina3221,125.509,2
resnet50,FP32,1,15W,default,inference,128,64,15.065088,14.593297566433565,12.144528,15.025856,1.0323292546745304,19.52214727714026,7.371420671608224,0.0,59.468,0.27507350300027,97.18260520688919,0.09362486050760038,6.647584922000533,1038.0,trt-fp32,156.01383093994752,ina3221,155.961,0
resnet50,FP32,1,15W,default,inference,128,64,15.065088,14.647603014492754,12.362976,15.065088,1.0285019320290272,16.301255444949472,7.370359255614103,0.0,59.906,0.20884441379143676,97.39601122006472,0.09383045396923384,6.648814193999897,1038.0,trt-fp32,155.84363717650888,ina3221,155.797,1
resnet50,FP32,1,15W,default,inference,128,64,15.10432,14.646592411575561,12.284256,15.065088,1.031251473077293,18.004164563111473,7.375576895615349,0.0,60.281,0.21325250297935813,97.47233225808507,0.09390398098081414,6.656800592999389,1038.0,trt-fp32,155.84495539043633,ina3221,155.796,2
resnet50,FP32,1,25W,default,inference,128,64,19.137216,18.180478397137747,14.2294464,19.09824,1.0526244459558818,25.599291710378665,12.343465553605665,0.0,61.812,0.43119845964802467,121.56713367015541,0.08230679327701788,6.671992579999824,1477.0,trt-fp32,221.31787085076382,ina3221,221.266,0
resnet50,FP32,1,25W,default,inference,128,64,18.825408,18.137354186851212,14.458953600000001,18.786432,1.037935732304748,25.952673433231013,12.52748332481955,0.0,62.437,0.3578853863272852,120.95332196191279,0.0818912132443553,6.666956332999689,1477.0,trt-fp32,221.20646788168543,ina3221,221.176,1
resnet50,FP32,1,25W,default,inference,128,64,18.864383999999998,18.147424644295302,14.36872,18.864383999999998,1.0395074987089186,24.327794239076535,10.97133864804446,0.0,63.062,0.33819029513916393,121.13024390627538,0.08206656091211069,6.67261766699994,1476.0,trt-fp32,221.11525305073968,ina3221,221.182,2
resnet50,FP32,1,MAXN,default,inference,128,64,20.822528,20.101283555555558,16.1088928,20.822528,1.0358805169058523,27.73314156501493,12.748386502136231,0.0,64.093,0.4279352202665083,133.43814893154848,0.08402906104001794,6.627887958000429,1588.0,trt-fp32,239.57060953441876,ina3221,239.544,0
resnet50,FP32,1,MAXN,default,inference,128,64,20.900223999999998,20.223673396825397,16.4764704,20.900223999999998,1.0334533983960006,28.97870219372471,12.494766241817599,0.0,64.812,0.33811038894167467,133.85787671348538,0.08418734384495936,6.6213513820002845,1590.0,trt-fp32,239.89182692732638,ina3221,239.86,1
resnet50,FP32,1,MAXN,default,inference,128,64,20.900223999999998,20.191802265232976,16.42368,20.861376,1.0350846212468516,29.61210122203529,12.997807979595333,0.0,65.281,0.32943785030058037,133.77043906856977,0.08429139197767471,6.627104282999426,1587.0,trt-fp32,239.33851063222525,ina3221,239.396,2
resnet50,FP32,2,15W,default,inference,128,64,15.784704,15.31417943470483,12.788064,15.784704,1.0307247650650397,19.533059374082264,8.587884053177907,0.0,58.937,0.320176173212892,101.9514351056324,0.15470627481886556,6.652490700000271,659.0,trt-fp32,99.01984213058776,ina3221,99.0156,0
resnet50,FP32,2,15W,default,inference,128,64,15.784704,15.330030492753622,12.931728000000001,15.784704,1.0296590086667667,19.176000281469513,8.793053937508844,0.0,59.75,0.26227604270657634,101.97644123533595,0.1542760079203267,6.6517727620002916,661.0,trt-fp32,99.2363953496902,ina3221,99.2435,1
resnet50,FP32,2,15W,default,inference,128,64,15.823872,15.374055265700486,12.96768,15.784704,1.029258170764031,18.325131896631607,7.3720289058985,0.0,60.25,0.24442520883387175,102.13203708549477,0.15498032941653228,6.644793992999439,659.0,trt-fp32,99.1335705326535,ina3221,99.1417,2
resnet50,FP32,2,25W,default,inference,128,64,20.317504,19.35835254578097,15.134515200000001,20.278655999999998,1.0495471632697417,28.735871585092973,13.308988522859504,0.0,62.0,0.47677925711162755,128.7268978860345,0.13665275784080094,6.643822246999662,942.0,trt-fp32,141.58902095355268,ina3221,141.585,0
resnet50,FP32,2,25W,default,inference,128,64,20.03968,19.313884100358422,15.4537344,20.000768,1.0375789714730714,27.2421305426916,13.133842607150516,0.0,62.937,0.3899458144015036,128.73388137258968,0.13637063704723482,6.6606113979996735,944.0,trt-fp32,141.7186985154415,ina3221,141.784,1
resnet50,FP32,2,25W,default,inference,128,64,20.117504,19.31599797183099,15.406732799999999,20.078592,1.041494414595501,28.499002431182266,13.969193810436103,0.0,63.625,0.36187105577687645,128.72402453860389,0.1362158989826496,6.649975109000479,945.0,trt-fp32,141.96190259966463,ina3221,141.889,2
resnet50,FP32,2,MAXN,default,inference,128,64,21.71904,20.907637681159418,16.9750464,21.641472,1.0388088951613967,28.923102467224457,14.65734364786099,0.0,64.593,0.45323879275166784,138.68165852092955,0.1423836329783671,6.617783806999796,974.0,trt-fp32,147.13242655244608,ina3221,147.161,0
resnet50,FP32,2,MAXN,default,inference,128,64,21.71904,21.00871049275362,17.41184,21.680256,1.0338111902437508,31.380830309562963,13.80243722048081,0.0,65.343,0.3483270812593956,138.92647481626318,0.14278157740623143,6.613564357000541,973.0,trt-fp32,147.0272953698852,ina3221,147.057,1
