model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,qps,repeat
resnet18,FP32,2,15W,default,inference,128,64,15.065088,14.704233804713807,12.803808,15.065088,1.0245408363386137,16.208804512586973,7.353471140058974,0.0,59.218,0.2192002985190919,96.74023030264667,0.06197324170573137,6.57525533099988,1561.0,trt-fp32,237.18494588217717,ina3221,237.181,1
resnet18,FP32,2,15W,default,inference,128,64,15.065088,14.73506828729282,12.917952000000001,15.065088,1.0223968906198948,16.303106343995644,6.522611136171511,0.0,59.531,0.1989975392299405,96.66228863414905,0.06200275088784416,6.559961631000078,1559.0,trt-fp32,237.28984079551518,ina3221,237.279,2
resnet18,FP32,2,25W,default,inference,128,64,19.410048,18.592895069090908,15.3750208,19.332096,1.0439497414400805,25.914491471359362,10.824047275887391,0.0,61.406,0.4288660635988179,122.24806679211741,0.05440501414869489,6.564089963000015,2247.0,trt-fp32,341.93949974586604,ina3221,341.956,0
resnet18,FP32,2,25W,default,inference,128,64,19.176192,18.643993294117646,15.7572864,19.137216,1.0285453173838175,25.792251638243687,9.74257263883836,0.0,62.125,0.3182738155706201,122.52140218515603,0.05442976551983831,6.571131099000013,2251.0,trt-fp32,342.5226264737006,ina3221,342.535,1
resnet18,FP32,2,25W,default,inference,128,64,19.176192,18.684786666666668,16.0060032,19.176192,1.0262997561652654,26.14288197463871,10.581854189947983,0.0,62.718,0.31579261025206135,123.1849872715863,0.05467598192258601,6.587717594000196,2253.0,trt-fp32,341.90639940726703,ina3221,341.95,2
resnet18,FP32,2,MAXN,default,inference,128,64,20.779008,20.15855305882353,16.9437632,20.740096,1.0307787438595397,29.547788294070017,11.1103798918589,0.0,63.625,0.3938117021517763,132.315821851036,0.05740382726726073,6.550141007000093,2305.0,trt-fp32,351.74186924261915,ina3221,351.804,0
resnet18,FP32,2,MAXN,default,inference,128,64,20.740096,20.032590968692453,16.454476800000002,20.701184,1.0353176996631768,29.382776800706967,11.06890117218404,0.0,64.125,0.34427299962903857,131.26208424579232,0.05734472880986995,6.536976362000132,2289.0,trt-fp32,349.6729608779785,ina3221,349.63,1
resnet18,FP32,2,MAXN,default,inference,128,64,20.78368,20.209983548500883,17.385638399999998,20.744832,1.0283867846860109,29.16208378290291,11.046487776717576,0.0,64.75,0.2996076827806351,132.45574682406226,0.05748947344794369,6.543252730000177,2304.0,trt-fp32,351.9647108742008,ina3221,352.028,2
resnet18,FP32,4,15W,default,inference,128,64,15.378943999999999,14.945856110154903,12.83136,15.339711999999999,1.0289771215949841,17.428789889776642,7.383008426745598,0.0,60.125,0.28563761212333627,98.41136550880998,0.10491616791984007,6.57778063700016,938.0,trt-fp32,142.3964341584119,ina3221,142.343,0
resnet18,FP32,4,15W,default,inference,128,64,15.378943999999999,15.003695453658535,13.083264,15.339711999999999,1.0250104081024893,18.22687685660818,7.354599239998046,0.0,60.468,0.19632120103683048,98.74271394170175,0.1052694178482961,6.582687743000179,938.0,trt-fp32,142.48769033121164,ina3221,142.418,1
resnet18,FP32,4,15W,default,inference,128,64,15.339711999999999,14.978747943661972,13.041936,15.30048,1.0240984131447892,19.17714697237047,6.523888142619383,0.0,60.718,0.20356438091187565,98.60004926988381,0.10534193298064509,6.586394530999996,936.0,trt-fp32,142.0814923633765,ina3221,142.125,2
resnet18,FP32,4,25W,default,inference,128,64,19.760831999999997,18.970060000000004,15.598175999999999,19.68288,1.0416852661509766,25.81434582339013,11.517167289531963,0.0,62.437,0.4354065506168631,124.76927038672326,0.0937409995392361,6.587820940000029,1331.0,trt-fp32,201.74706033308314,ina3221,201.687,0
resnet18,FP32,4,25W,default,inference,128,64,19.565952000000003,18.937240251386324,15.706368000000001,19.526975999999998,1.0331997556279433,25.968132332047965,10.989356404812265,0.0,63.156,0.33658396254664436,124.77065116256907,0.09374203693656578,6.588181025999802,1331.0,trt-fp32,201.99141610114785,ina3221,202.029,1
resnet18,FP32,4,25W,default,inference,128,64,19.565952000000003,18.95909797785978,15.712243200000001,19.5640032,1.0320085914872585,25.87324740855187,9.780087629933911,0.0,63.593,0.32091318688871845,124.88084549663554,0.09375438851098765,6.585854104999953,1332.0,trt-fp32,202.06428488116825,ina3221,202.068,2
resnet18,FP32,4,MAXN,default,inference,128,64,21.444096000000002,20.842335639097744,17.6613216,21.444096000000002,1.0288720214145974,31.57536329686696,10.030320894703074,0.0,64.656,0.423453168047696,136.43995807468292,0.09780642155891249,6.544774430999951,1395.0,trt-fp32,212.82453134119396,ina3221,212.87,0
resnet18,FP32,4,MAXN,default,inference,128,64,21.56064,20.919743645101665,17.91936,21.482944,1.030635956432879,29.627996827424433,10.70197294073127,0.0,65.25,0.3212321702439514,137.05077436971112,0.09824428270230189,6.5525182660001065,1395.0,trt-fp32,212.80328362635942,ina3221,212.82,1
resnet18,FP32,4,MAXN,default,inference,128,64,21.521792,20.922615480519482,17.89008,21.482944,1.0286377446470971,29.632334442216415,11.299815780350652,0.0,65.812,0.31936032304764894,137.21614305539362,0.09787171401953895,6.560197993999964,1402.0,trt-fp32,213.40866571961277,ina3221,213.402,2
resnet18,FP32,8,15W,default,inference,128,64,15.457408,15.047139581227437,12.896304,15.457408,1.0272655421688521,19.490024601740004,7.372135625750329,0.0,60.343,0.2807868656882923,99.60692912088689,0.19646337104711417,6.608509885000103,507.0,trt-fp32,76.69572441611582,ina3221,76.6694,0
resnet18,FP32,8,15W,default,inference,128,64,15.49664,15.061534798634812,12.811679999999999,15.457408,1.0288885035411282,19.458370979971434,7.379433657299448,0.0,60.718,0.22347567057737147,99.79747779758186,0.19606577170448303,6.620620642999938,509.0,trt-fp32,76.82140697780542,ina3221,76.831,1
resnet18,FP32,8,15W,default,inference,128,64,15.49664,15.079925457570717,12.9888,15.457408,1.027633726943927,18.366222629314226,7.362633554799777,0.0,60.906,0.21686963253838318,99.90210845152737,0.19704557879985674,6.621796022999888,507.0,trt-fp32,76.56684075726619,ina3221,76.5293,2
resnet18,FP32,8,25W,default,inference,128,64,20.195328,19.363393583038874,15.598655999999998,20.078592,1.0429642879174779,26.516401765009043,12.316964671205053,0.0,62.843,0.4814787442846908,128.19654051177187,0.17347299122025964,6.606180573000074,739.0,trt-fp32,111.8041123857918,ina3221,111.873,0
resnet18,FP32,8,25W,default,inference,128,64,20.156416,19.510967816393443,16.0157952,20.117504,1.0330813002040955,28.315865822508552,10.918209996625892,0.0,63.625,0.36882260376813225,128.85956876804573,0.17319834511834103,6.6062348230000225,744.0,trt-fp32,112.48211330864875,ina3221,112.443,1
resnet18,FP32,8,25W,default,inference,128,64,20.156416,19.474386816696917,15.882624,20.117504,1.0350218566429175,29.069390673116388,12.44124234743624,0.0,64.218,0.35434967580892623,128.8921214260219,0.17324209869088966,6.609876040000017,744.0,trt-fp32,112.51704734214712,ina3221,112.518,2
resnet18,FP32,8,MAXN,default,inference,128,64,22.029312,21.41000821917808,18.366368,21.951743999999998,1.0289259011244647,30.829712738542504,11.126373354608443,0.0,65.125,0.4764235468459697,140.74328425066847,0.182074106404487,6.567595967999978,773.0,trt-fp32,117.66444864589276,ina3221,117.623,0
resnet18,FP32,8,MAXN,default,inference,128,64,21.990527999999998,21.336640465454543,18.0582528,21.951743999999998,1.0306462273479342,29.581561171969568,12.988121875420248,0.0,65.781,0.3508979699940571,140.3362764553321,0.18201851680328418,6.572029917999998,771.0,trt-fp32,117.29771446005574,ina3221,117.247,1
resnet18,FP32,8,MAXN,default,inference,128,64,22.029312,21.38612769032258,18.079017600000004,21.990527999999998,1.0300748372492168,32.961099940547484,10.935863559304929,0.0,66.406,0.34968753559789056,140.50934276687764,0.18200692068248397,6.571980880999945,772.0,trt-fp32,117.35420765768521,ina3221,117.419,2
resnet18,FP32,16,15W,default,inference,128,64,15.863040000000002,15.443924373333333,13.299744,15.823872,1.0271378968541407,19.37097492398332,7.250998761315658,0.0,59.906,0.2940852073545546,102.44137381938441,0.3794124956273497,6.645718186000067,270.0,trt-fp32,40.59029482577976,ina3221,40.5863,0
resnet18,FP32,16,15W,default,inference,128,64,15.784704,15.363506112115731,13.075391999999999,15.784704,1.0274154795663544,19.512437736543234,9.424439382342461,0.0,60.406,0.2504647306575773,102.22518078154104,0.38001925941093323,6.643387255000107,269.0,trt-fp32,40.46288012617814,ina3221,40.5066,1
resnet18,FP32,16,15W,default,inference,128,64,15.863040000000002,15.402170958199354,13.22496,15.784704,1.029922342963951,18.427307812227586,7.385580498555986,0.0,60.781,0.22826795948883724,102.35973281333528,0.38051945283767763,6.646477783000137,269.0,trt-fp32,40.43893478747226,ina3221,40.4708,2
resnet18,FP32,16,25W,default,inference,128,64,20.744832,19.872294906474817,16.000128,20.705984,1.0439072134160454,28.970446765586505,13.10659801940574,0.0,62.812,0.502694105694565,132.2044129673953,0.3346947163731527,6.650379398000041,395.0,trt-fp32,59.351051902208795,ina3221,59.3699,0
resnet18,FP32,16,25W,default,inference,128,64,20.705984,19.99801454308943,16.1852544,20.667136,1.0354019873015454,28.82213483192662,13.390661497645576,0.0,63.656,0.4055875075741221,132.93846443922826,0.33570319302835416,6.649015110999926,396.0,trt-fp32,59.5384007187347,ina3221,59.5683,1
resnet18,FP32,16,25W,default,inference,128,64,20.744832,19.942725210619468,15.998784,20.705984,1.0402205205612225,28.916735293081235,14.213722502282806,0.0,64.312,0.39021685821852536,132.86373291226755,0.33636388079055074,6.647652977000007,395.0,trt-fp32,59.40778727905894,ina3221,59.4478,2
resnet18,FP32,16,MAXN,default,inference,128,64,21.680256,21.013269094972067,17.505536,21.641472,1.0317412251284368,29.158923774162485,13.079034224803532,0.0,65.093,0.451290488363783,138.99184379330313,0.35915205114548615,6.611192769000127,387.0,trt-fp32,58.475995336691625,ina3221,58.4824,0
resnet18,FP32,16,MAXN,default,inference,128,64,21.757824,21.054239940409683,17.638272,21.680256,1.0334176898136282,31.010231283099703,12.617711681743618,0.0,65.75,0.3388365433477348,139.18161943196864,0.3624521339374183,6.60436821899998,384.0,trt-fp32,58.11122902794091,ina3221,58.0931,1
resnet18,FP32,16,MAXN,default,inference,128,64,21.680256,20.959293176470588,17.306432,21.641472,1.0343982412698336,29.129687697226274,14.128824565888733,0.0,66.375,0.3480253096895271,139.17262283316268,0.36242870529469445,6.62001396200003,384.0,trt-fp32,57.94855446762707,ina3221,57.9134,2
resnet18,FP16,1,15W,default,inference,128,64,14.241216,13.90001626617375,12.201600000000001,14.201984,1.0245467147154765,16.20197182794399,6.487800509875501,0.0,63.375,0.08343110168226921,90.8938359822793,0.01765271625214203,6.538710027999969,5149.0,trt-fp16,786.7083560898666,ina3221,786.677,0
resnet18,FP16,1,15W,default,inference,128,64,14.201984,13.922685646234676,12.3984,14.201984,1.0200606665166543,14.697990536977516,6.019233785924345,0.0,63.093,0.06713502887629214,91.1514327711599,0.017699307334205806,6.539952703000154,5150.0,trt-fp16,786.229346576607,ina3221,786.218,1
resnet18,FP16,1,15W,default,inference,128,64,14.241216,13.96286473937153,12.398399999999999,14.241216,1.0199351111554917,16.240114322407276,6.482308353902911,0.0,62.843,0.078213202741516,91.28027725634747,0.017659175325275195,6.536974762,5169.0,trt-fp16,789.4744038218525,ina3221,789.539,2
resnet18,FP16,1,25W,default,inference,128,64,17.60704,17.146852588235294,14.594304,17.60704,1.026838010614289,22.613585499878358,9.674086055026278,0.0,63.468,0.2659050323842756,112.52189174944507,0.015325782041602435,6.560959877999949,7342.0,trt-fp16,1118.544926192041,ina3221,1118.58,0
resnet18,FP16,1,25W,default,inference,128,64,17.64608,17.20096425092251,14.7963488,17.60704,1.0258773719068464,22.65503225858656,9.656840889037008,0.0,63.687,0.1926479178809998,112.58054358792424,0.01537145597868982,6.544455486999823,7324.0,trt-fp16,1117.1218905525966,ina3221,1117.07,1
resnet18,FP16,1,25W,default,inference,128,64,17.64608,17.21985009908257,14.9700096,17.64608,1.024752242235845,21.44816428547703,9.64232706561081,0.0,63.875,0.1821530571053474,112.78672297244059,0.015380706801096494,6.550232995999977,7333.0,trt-fp16,1118.64731776303,ina3221,1118.72,2
resnet18,FP16,1,MAXN,default,inference,128,64,19.611648000000002,19.061664757741347,16.454963199999998,19.572736,1.028852844137619,25.992622123852797,11.019530855500367,0.0,64.468,0.30221331123389394,124.47589730992465,0.015635711256114137,6.5223057650000555,7961.0,trt-fp16,1220.1287795549158,ina3221,1220.14,0
resnet18,FP16,1,MAXN,default,inference,128,64,20.111616,19.139359119266057,16.3166464,20.033664,1.050798821145231,26.076252815467512,9.771827638580925,0.0,64.937,0.24297419634421377,124.9601202589776,0.015761871879285773,6.523841450000191,7928.0,trt-fp16,1215.0091822817092,ina3221,1214.95,1
resnet18,FP16,1,MAXN,default,inference,128,64,19.611648000000002,19.12413656505576,16.740547199999998,19.611648000000002,1.0254919448669404,25.932407475648528,9.656140481815402,0.0,65.281,0.22010814228339234,124.62166679475206,0.015618707456417103,6.514909103000036,7979.0,trt-fp16,1223.7721143955062,ina3221,1223.76,2
resnet18,FP16,2,15W,default,inference,128,64,14.672768,14.292508562962961,12.238992,14.672768,1.0266055070292157,16.290101773319957,6.4934488037476195,0.0,58.937,0.2796522793344047,93.64972941406901,0.02759273111787537,6.55151041299996,3394.0,trt-fp16,517.318113612909,ina3221,517.28,0
resnet18,FP16,2,15W,default,inference,128,64,14.712,14.33313602946593,12.481056,14.672768,1.0264327338940484,19.140836422715076,6.517158604491376,0.0,59.281,0.19832233221280562,94.0048894563113,0.027689216334701415,6.557720859000028,3395.0,trt-fp16,517.5076054487794,ina3221,517.555,1
resnet18,FP16,2,15W,default,inference,128,64,14.672768,14.302432174863387,12.335424,14.672768,1.025893206177022,16.28517624610902,7.310348705785307,0.0,59.656,0.2137400868413203,93.97991065898668,0.02769001492604204,6.5592062619998615,3394.0,trt-fp16,517.3874448046478,ina3221,517.379,2
resnet18,FP16,2,25W,default,inference,128,64,18.630527999999998,17.946948,14.8355808,18.552576000000002,1.0380889274321181,24.030617493180127,9.790743682585985,0.0,61.406,0.4115347874318975,117.73494987988452,0.024200400797509666,6.559482782000032,4865.0,trt-fp16,741.084763622482,ina3221,741.098,0
resnet18,FP16,2,25W,default,inference,128,64,18.5136,17.949174099447514,14.9160064,18.474624,1.0314457867211761,25.572827822558736,9.738354131274805,0.0,62.062,0.31814492699972996,117.7912241378408,0.02414744242268159,6.5624994530001,4878.0,trt-fp16,742.0165245361154,ina3221,742.069,1
resnet18,FP16,2,25W,default,inference,128,64,18.708479999999998,18.012490744525547,14.947392,18.591552,1.0386392567993952,25.034700834235288,9.856190389327251,0.0,62.687,0.30964332585251986,118.1420324182885,0.024254163912602853,6.555108415999939,4871.0,trt-fp16,742.1101098042817,ina3221,742.084,2
resnet18,FP16,2,MAXN,default,inference,128,64,20.705984,20.113469212730315,16.8381824,20.705984,1.0294586071156073,29.364787987863178,11.180964387621636,0.0,63.781,0.43106722832624667,131.43268752878396,0.02496347341477378,6.529660508999996,5265.0,trt-fp16,805.3106848027492,ina3221,805.356,0
resnet18,FP16,2,MAXN,default,inference,128,64,20.822528,20.20746998171846,16.927744,20.78368,1.0304371610517287,29.117888743457854,10.876706659668343,0.0,64.468,0.32745975215993656,131.97010482982546,0.024918826440677014,6.5270631700000195,5296.0,trt-fp16,810.4176815575577,ina3221,810.44,1
resnet18,FP16,2,MAXN,default,inference,128,64,20.895744,20.160910065934065,17.038192,20.856831999999997,1.0364484505740437,29.508922846429808,10.824999644924969,0.0,64.968,0.30816400895732987,131.8117428038197,0.024912444302366225,6.536503240999991,5291.0,trt-fp16,808.8336381012266,ina3221,808.846,2
resnet18,FP16,4,15W,default,inference,128,64,15.432191999999999,15.041348295302013,12.97896,15.393023999999999,1.0259846189998845,19.479889144964844,6.513354569388188,0.0,59.031,0.31052584926680016,98.49634645769788,0.049174411611431795,6.5600085999999465,2003.0,trt-fp16,305.1089111826362,ina3221,305.051,0
resnet18,FP16,4,15W,default,inference,128,64,15.418175999999999,14.99422526703499,12.914016,15.378943999999999,1.028274267287225,19.587009594044336,6.532354473530337,0.0,59.562,0.24999983653393787,98.3118608098209,0.049229775067511715,6.556315637999887,1997.0,trt-fp16,304.1466648694382,ina3221,304.151,1
resnet18,FP16,4,15W,default,inference,128,64,15.393023999999999,15.013104913443833,12.917952000000001,15.393023999999999,1.025305830389286,18.99065513454308,6.530777206920742,0.0,60.031,0.22397410442381738,98.58382526092143,0.04911999265616414,6.566121588999977,2007.0,trt-fp16,305.5641517401323,ina3221,305.505,2
resnet18,FP16,4,25W,default,inference,128,64,19.806207999999998,19.04073776470588,15.4772352,19.728384,1.0402017109186283,28.12612979714095,12.855629538884672,0.0,61.968,0.47772690551397756,125.1022887545646,0.04343829470644604,6.566205118999733,2880.0,trt-fp16,438.06799392236167,ina3221,438.016,0
resnet18,FP16,4,25W,default,inference,128,64,19.728384,19.08525411764706,15.723993600000002,19.689472000000002,1.0336977374463288,26.225025468213765,9.804556047604848,0.0,62.718,0.36279661631019766,125.29350987409268,0.043534923514278207,6.564960236999923,2878.0,trt-fp16,438.0641567974874,ina3221,438.09,1
resnet18,FP16,4,25W,default,inference,128,64,19.767295999999998,19.137162958105648,15.6358656,19.767295999999998,1.0329271921482726,26.663661167267833,10.840126142970908,0.0,63.406,0.34003970363995506,125.69332132256464,0.04355277939104804,6.563658584999757,2886.0,trt-fp16,439.293181915887,ina3221,439.28,2
resnet18,FP16,4,MAXN,default,inference,128,64,22.225279999999998,21.538617352112674,17.91936,22.18656,1.0318805351644345,32.127493751200156,13.014923806562996,0.0,64.593,0.45345922217182455,140.64133021886767,0.04490463927805481,6.537162728000112,3132.0,trt-fp16,478.28914565221,ina3221,478.224,0
resnet18,FP16,4,MAXN,default,inference,128,64,22.264,21.61985850460405,18.057580799999997,22.225279999999998,1.0297939736866815,32.28969763539588,12.85727164885968,0.0,65.375,0.37506808446783163,141.26242076145218,0.04497370925229296,6.533429963999879,3141.0,trt-fp16,480.5120271542361,ina3221,480.469,1
resnet18,FP16,4,MAXN,default,inference,128,64,22.34144,21.706339672131147,18.3713376,22.30272,1.0292587482487552,32.915148553160265,12.056099539518913,0.0,66.031,0.3476776664992105,141.6026337834977,0.04508202285370828,6.539674057999946,3141.0,trt-fp16,479.99690241997166,ina3221,479.951,2
resnet18,FP16,8,15W,default,inference,128,64,16.215552,15.565224969258589,13.154112,16.098048000000002,1.0417807665501662,20.840052543501884,9.689712916644002,0.0,59.281,0.3537814668884913,102.38496179971594,0.09068641434872979,6.574846944000001,1129.0,trt-fp16,171.58958179941678,ina3221,171.634,0
resnet18,FP16,8,15W,default,inference,128,64,15.980544,15.531838758377425,13.1484416,15.980544,1.02888938319557,18.477403894470758,8.498571391660251,0.0,59.843,0.27484895923227554,102.29880342455321,0.09061010046461755,6.5748085979998905,1129.0,trt-fp16,171.5332883620023,ina3221,171.562,1
resnet18,FP16,8,15W,default,inference,128,64,16.019712,15.553826736842106,13.36064,15.980544,1.02995309585482,18.399648890199355,7.383986783874249,0.0,60.25,0.23949679232702573,102.15340123185703,0.0910458121496052,6.567399078000108,1122.0,trt-fp16,170.63622717852596,ina3221,170.641,2
resnet18,FP16,8,25W,default,inference,128,64,20.822528,20.01557362016807,16.0510464,20.78368,1.040316325434652,28.84858471791741,14.12150897717421,0.0,62.5,0.5280469564635965,131.8666488573987,0.08011339541761768,6.585707995999655,1646.0,trt-fp16,249.70723953833888,ina3221,249.69,0
resnet18,FP16,8,25W,default,inference,128,64,20.744832,20.020750311270124,16.1812352,20.705984,1.0361665610665087,27.890078171596077,13.224499352639626,0.0,63.312,0.4028416935516499,132.0867626833461,0.08049162869186234,6.584973412000181,1641.0,trt-fp16,249.16352812431353,ina3221,249.141,1
resnet18,FP16,8,25W,default,inference,128,64,20.900223999999998,20.155829737931036,16.378710400000003,20.900223999999998,1.0369319582347978,28.913614335883594,13.013898500855646,0.0,64.062,0.41435258215716475,132.75619125619738,0.08065382214835808,6.582328160000088,1646.0,trt-fp16,250.05907337972022,ina3221,250.121,2
resnet18,FP16,8,MAXN,default,inference,128,64,22.76736,21.9264434204947,18.279743999999997,22.689919999999997,1.0383517090929253,32.02445696156518,14.567885657568329,0.0,65.25,0.5127278719616661,143.8636097310632,0.08462565278297836,6.548942838999665,1700.0,trt-fp16,259.4305421648193,ina3221,259.505,0
resnet18,FP16,8,MAXN,default,inference,128,64,22.612479999999998,21.87342054676259,18.192048,22.57376,1.0337880146206395,31.901132225905485,14.090387932043814,0.0,65.906,0.38452363880630847,143.48456673052203,0.08490211049143316,6.544348726999942,1690.0,trt-fp16,257.8530958445123,ina3221,257.886,1
resnet18,FP16,8,MAXN,default,inference,128,64,22.57376,21.85629714285714,18.525292800000003,22.535040000000002,1.032826368183658,32.08175397274545,13.692743761839575,0.0,66.656,0.37015446853285977,143.46915399872364,0.0853475038659867,6.554747589999806,1681.0,trt-fp16,256.3771690162894,ina3221,256.415,2
resnet18,FP16,16,15W,default,inference,128,64,16.658304,16.18320513153153,13.557120000000001,16.658304,1.0293575261888501,22.041204958808834,9.913535206311934,0.0,59.062,0.4003772305531581,106.8764465301958,0.17210377863155524,6.600382954999986,621.0,trt-fp16,94.04621698915128,ina3221,94.0045,0
resnet18,FP16,16,15W,default,inference,128,64,16.658304,16.164079853747715,13.474598400000001,16.6192,1.0305754580974615,19.452995423385723,9.737980237627337,0.0,59.843,0.3098594192247384,106.74090023016429,0.1716091643571773,6.601475903999926,622.0,trt-fp16,94.13899710675186,ina3221,94.1278,1
resnet18,FP16,16,15W,default,inference,128,64,16.697408,16.198543798198198,13.545331200000001,16.658304,1.0307968548294626,20.85595794941217,10.033054040382675,0.0,60.406,0.28143350700743897,107.12838305176973,0.17223212709287739,6.609103526000126,622.0,trt-fp16,94.06876938885912,ina3221,94.0027,2
resnet18,FP16,16,25W,default,inference,128,64,22.068096,21.189636457142853,16.728691199999997,21.990527999999998,1.0414570370111766,32.143094925559275,14.349504019833427,0.0,62.875,0.5639533831785944,139.74934089481567,0.15373964894919215,6.599768546999712,909.0,trt-fp16,137.49816538836953,ina3221,137.516,0
resnet18,FP16,16,25W,default,inference,128,64,22.029312,21.21761929241877,16.8401376,21.990527999999998,1.03825559768957,32.08328557774842,16.228479143686492,0.0,63.906,0.4622808097849734,140.26251710640105,0.1541346341828583,6.605410514999676,910.0,trt-fp16,137.6205669268369,ina3221,137.695,1
resnet18,FP16,16,25W,default,inference,128,64,22.068096,21.215630540447503,16.775616000000003,22.029312,1.0401810098421198,31.10551123545455,14.493456901656758,0.0,64.781,0.4524615332659328,140.31550876400547,0.15385472452193583,6.605116063999958,912.0,trt-fp16,137.95783740379434,ina3221,137.891,2
resnet18,FP16,16,MAXN,default,inference,128,64,21.874176,21.15787708235294,17.386464,21.856723199999998,1.0338549522175124,29.575830044929475,14.987657828926086,0.0,65.218,0.49390416264049847,139.1984380944492,0.17079562956374134,6.570530081000015,815.0,trt-fp16,123.81964615205433,ina3221,123.892,0
resnet18,FP16,16,MAXN,default,inference,128,64,21.912959999999998,21.125110135338346,17.316192,21.874176,1.037294473714659,29.14182836546369,14.583749011497162,0.0,65.937,0.39652613719477886,139.35766906872678,0.1705724223607427,6.5762416120001035,817.0,trt-fp16,124.22681488902207,ina3221,124.28,1
resnet18,FP16,16,MAXN,default,inference,128,64,21.912959999999998,21.12872363770795,17.489919999999998,21.874176,1.0371170722727634,32.023872820831386,14.544560681491244,0.0,66.531,0.3740557832020099,139.4629680690104,0.17091050008457156,6.5796606080002675,816.0,trt-fp16,123.95666887073159,ina3221,123.973,2
resnet18,INT8,1,15W,default,inference,128,64,11.669504000000002,11.441760350364962,10.187904,11.669504000000002,1.019904598825807,11.073437737490496,3.3099697142588766,0.0,62.843,-0.01089472612745997,74.94272810524762,0.011147215246950413,6.550255513000138,6723.0,trt-int8,1025.8517456690877,ina3221,1025.88,0
resnet18,INT8,1,15W,default,inference,128,64,11.669504000000002,11.449494758122745,10.4110112,11.63008,1.019215628857437,9.803299910438342,3.6937247937167097,0.0,62.281,0.011210234207102255,75.02587401693268,0.011204580946375848,6.54503621799995,6696.0,trt-int8,1022.0760138278472,ina3221,1022.09,1
resnet18,INT8,1,15W,default,inference,128,64,11.63008,11.453312351005485,10.4761664,11.63008,1.0154337578140875,9.791588483206636,3.2782189904159686,0.0,61.718,0.009547171654440939,74.97283971415392,0.011130172166590546,6.5461725790000855,6736.0,trt-int8,1028.0383838843745,ina3221,1028.04,2
resnet18,INT8,1,25W,default,inference,128,64,13.635712,13.339909736379614,11.7641216,13.635712,1.022174232769634,13.145952300684081,6.501060804049669,0.0,61.656,0.1353246653388141,87.69329625930575,0.009498840582680433,6.569116532999942,9232.0,trt-int8,1405.2718811763707,ina3221,1405.24,0
resnet18,INT8,1,25W,default,inference,128,64,13.714304,13.42042342184874,11.961241600000001,13.675008,1.0218980108833835,13.092219401339644,3.600836954631064,0.0,61.531,0.09435767351426522,87.91475376109642,0.009483792207238018,6.552969739999753,9270.0,trt-int8,1413.3689296087323,ina3221,1413.34,1
resnet18,INT8,1,25W,default,inference,128,64,13.675008,13.412804513562387,11.9968384,13.675008,1.0195487443489157,14.128996668242143,6.5197234193117435,0.0,61.437,0.0922077115632095,87.93766001086735,0.009472978564135232,6.557058001999849,9283.0,trt-int8,1415.0140623612178,ina3221,1415.07,2
resnet18,INT8,1,MAXN,default,inference,128,64,14.90816,14.588076501792113,12.949440000000001,14.868928,1.0219414463701617,16.36772374301684,6.8943823788214,0.0,61.718,0.18054997051117166,95.36035403074266,0.009645024176266071,6.5267136200000095,9887.0,trt-int8,1513.8575803566093,ina3221,1513.8,0
resnet18,INT8,1,MAXN,default,inference,128,64,14.90816,14.601343532846714,12.9951616,14.8944288,1.02101289285216,16.3549736302828,6.854527707935239,0.0,61.875,0.13529051850903648,95.5043969885347,0.009611956218652847,6.534684138000102,9936.0,trt-int8,1520.153567186221,ina3221,1520.22,1
resnet18,INT8,1,MAXN,default,inference,128,64,14.986623999999999,14.680481507246379,13.0894976,14.986623999999999,1.020853709233073,16.31340906372748,6.709481580198974,0.0,62.0,0.12614369511559104,95.96621872815945,0.009565057184108387,6.528744581999945,10033.0,trt-int8,1536.6796284268573,ina3221,1536.74,2
resnet18,INT8,2,15W,default,inference,128,64,12.300288,11.977603631205675,10.740736,12.221440000000001,1.0269406451181624,11.10817557133216,3.7012914922456726,0.0,56.5,0.18560259621842595,78.62684525506316,0.015167215519881011,6.556327881000016,5184.0,trt-int8,790.6191814035134,ina3221,790.687,0
resnet18,INT8,2,15W,default,inference,128,64,12.221440000000001,12.022016104575163,10.959894400000001,12.221440000000001,1.0165882239459771,11.11322110813942,3.701510606294883,0.0,56.875,0.1446572223518462,78.71569025557024,0.01512309130750629,6.548119534999842,5205.0,trt-int8,794.0668797073838,ina3221,794.038,1
resnet18,INT8,2,15W,default,inference,128,64,12.221440000000001,11.986846345811053,10.819711999999999,12.221440000000001,1.0195709236125254,11.114357351114053,3.7027321302060536,0.0,57.156,0.1355551287611549,78.62653497460892,0.01520528620665421,6.55120731199986,5171.0,trt-int8,788.9707950496896,ina3221,788.959,2
resnet18,INT8,2,25W,default,inference,128,64,14.672768,14.323081543859649,12.376752,14.672768,1.0244141915320075,17.55187128204965,7.123528998063614,0.0,58.343,0.2845933856349526,94.07652161999246,0.012993994698893986,6.560651687000245,7240.0,trt-int8,1102.8569604766224,ina3221,1102.8,0
